date,year,home_team,away_team,venue_odds,home_odds_avg,away_odds_avg,bookmakers_surveyed,home_odds_open,home_odds_close,away_odds_open,away_odds_close,home_odds_min,home_odds_max,away_odds_min,away_odds_max,home_line_close,away_line_close,home_line_odds_close,away_line_odds_close,implied_home_close,implied_away_close,overround_close,implied_home_open,implied_away_open,overround_open,implied_home_avg,implied_away_avg,overround_avg
2026-03-06,2026,Gold Coast,Geelong,,1.6,2.75,6,1.65,1.52,2.25,2.55,1.45,1.65,2.25,2.75,-14.5,14.5,2.0,1.8,0.6265356265356266,0.3734643734643735,1.0500515995872033,0.5769230769230769,0.423076923076923,1.0505050505050506,0.632183908045977,0.367816091954023,0.9886363636363636
2026-03-05,2026,Sydney,Carlton,,1.3,3.85,6,1.3,1.3,3.5,3.55,1.19,1.3,3.5,3.55,-23.5,23.5,1.9,1.9,0.7319587628865979,0.26804123711340205,1.0509209100758397,0.7291666666666667,0.27083333333333337,1.0549450549450547,0.7475728155339805,0.2524271844660194,1.028971028971029
2025-09-27,2025,Geelong,Brisbane Lions,,1.51,2.47,8,1.54,1.54,2.5,2.55,1.5,1.6,2.4,2.62,-11.5,11.5,1.91,1.91,0.6234718826405868,0.3765281173594133,1.0415075120957473,0.6188118811881189,0.38118811881188125,1.0493506493506493,0.6206030150753769,0.3793969849246231,1.0671099552242809
2025-09-20,2025,Collingwood,Brisbane Lions,,1.63,2.22,8,1.7,1.65,2.18,2.3,1.65,1.72,2.18,2.3,-6.5,6.5,1.91,1.91,0.5822784810126582,0.4177215189873418,1.0408432147562583,0.5618556701030928,0.43814432989690716,1.0469508904479223,0.5766233766233767,0.4233766233766234,1.0639473829657877
2025-09-19,2025,Geelong,Hawthorn,,1.52,2.46,8,1.56,1.56,2.45,2.5,1.5,1.65,2.25,2.68,-9.5,9.5,1.91,1.91,0.6157635467980296,0.38423645320197053,1.0410256410256409,0.6109725685785536,0.38902743142144636,1.0491889063317634,0.6180904522613065,0.38190954773869346,1.0643988018827557
2025-09-13,2025,Brisbane Lions,Gold Coast,,1.54,2.43,8,1.48,1.6,2.65,2.4,1.48,1.62,2.3,2.65,-8.5,8.5,1.91,1.91,0.6,0.39999999999999997,1.0416666666666667,0.6416464891041161,0.35835351089588374,1.0530341662417135,0.6120906801007557,0.3879093198992443,1.0608732830955052
2025-09-12,2025,Adelaide,Hawthorn,,1.72,2.07,8,1.8,1.75,2.02,2.15,1.75,1.85,1.97,2.15,-4.5,4.5,1.91,1.91,0.5512820512820513,0.44871794871794873,1.0365448504983388,0.5287958115183247,0.4712041884816754,1.0506050605060506,0.5461741424802111,0.45382585751978893,1.064487136276823
2025-09-06,2025,Fremantle,Gold Coast,,1.65,2.2,8,1.52,1.65,2.55,2.3,1.5,1.68,2.25,2.6,-7.5,7.5,1.91,1.91,0.5822784810126582,0.4177215189873418,1.0408432147562583,0.6265356265356266,0.3734643734643735,1.0500515995872033,0.5714285714285715,0.4285714285714286,1.0606060606060606
2025-09-06,2025,Greater Western Sydney,Hawthorn,,1.78,1.99,8,1.75,1.8,2.1,2.05,1.75,1.87,1.952,2.1,-2.5,2.5,1.87,1.952,0.5324675324675325,0.4675324675324676,1.043360433604336,0.5454545454545455,0.4545454545454546,1.0476190476190474,0.5278514588859416,0.4721485411140583,1.0643103156230591
2025-09-05,2025,Geelong,Brisbane Lions,,1.66,2.16,8,1.68,1.75,2.2,2.15,1.65,1.75,2.15,2.25,-4.5,4.5,1.91,1.91,0.5512820512820513,0.44871794871794873,1.0365448504983388,0.5670103092783505,0.4329896907216495,1.0497835497835497,0.5654450261780105,0.4345549738219895,1.0653726015171798
2025-09-04,2025,Adelaide,Collingwood,,1.65,2.19,8,1.54,1.77,2.5,2.1,1.48,1.77,2.1,2.65,-6.5,6.5,1.91,1.91,0.5426356589147286,0.4573643410852713,1.0411622276029056,0.6188118811881189,0.38118811881188125,1.0493506493506493,0.5703125,0.4296875,1.0626816106268162
2025-08-27,2025,Gold Coast,Essendon,,1.05,9.19,12,1.03,1.05,12.0,11.0,1.03,1.06,10.0,13.0,-48.5,48.5,1.91,1.91,0.9128630705394192,0.08713692946058092,1.0432900432900432,0.9209516500383731,0.07904834996162702,1.0542071197411003,0.8974609375,0.10253906250000001,1.0611948805637597
2025-08-24,2025,Brisbane Lions,Hawthorn,,1.66,2.16,8,1.52,1.72,2.55,2.18,1.52,1.72,2.18,2.55,-5.5,5.5,1.91,1.91,0.558974358974359,0.44102564102564096,1.0401109451674846,0.6265356265356266,0.3734643734643735,1.0500515995872033,0.5654450261780105,0.4345549738219895,1.0653726015171798
2025-08-24,2025,Western Bulldogs,Fremantle,,1.35,3.11,8,1.42,1.36,2.9,3.3,1.28,1.42,2.9,3.75,-19.5,19.5,1.91,1.91,0.7081545064377682,0.2918454935622318,1.0383244206773619,0.6712962962962963,0.32870370370370366,1.0490529383195728,0.6973094170403586,0.30269058295964124,1.0622841491008694
2025-08-24,2025,Greater Western Sydney,St Kilda,,1.16,4.9,8,1.25,1.18,4.0,5.2,1.17,1.25,4.0,5.4,-30.5,30.5,1.91,1.91,0.8150470219435736,0.1849529780564263,1.0397653194263365,0.7619047619047619,0.23809523809523808,1.05,0.8085808580858087,0.1914191419141914,1.0661505981703026
2025-08-23,2025,West Coast,Sydney,,5.39,1.14,8,4.6,6.25,1.2,1.14,4.6,6.25,1.14,1.2,34.5,-34.5,1.91,1.91,0.15426251691474968,0.8457374830852504,1.0371929824561403,0.20689655172413796,0.7931034482758621,1.0507246376811594,0.17457886676875956,0.8254211332312403,1.062721739413469
2025-08-23,2025,Richmond,Geelong,,13.33,1.01,7,11.0,17.0,1.04,1.025,11.0,19.0,1.02,1.04,59.5,-59.5,1.91,1.91,0.056865464632454926,0.9431345353675452,1.0344332855093257,0.08637873754152825,0.9136212624584719,1.0524475524475523,0.0704323570432357,0.9295676429567642,1.0651177645896623
2025-08-23,2025,North Melbourne,Adelaide,,5.46,1.13,8,7.5,5.2,1.09,1.18,5.2,8.0,1.08,1.18,34.5,-34.5,1.91,1.91,0.1849529780564263,0.8150470219435736,1.0397653194263365,0.12689173457508732,0.8731082654249126,1.0507645259938838,0.1714719271623672,0.8285280728376327,1.0681059353625726
2025-08-22,2025,Port Adelaide,Gold Coast,,3.6,1.27,8,3.75,4.0,1.28,1.27,3.75,4.15,1.25,1.28,22.5,-22.5,1.91,1.91,0.2409867172675522,0.7590132827324478,1.0374015748031495,0.25447316103379725,0.7455268389662029,1.0479166666666666,0.2607802874743327,0.7392197125256674,1.0651793525809272
2025-08-22,2025,Collingwood,Melbourne,,1.26,3.7,8,1.38,1.27,3.1,4.0,1.27,1.38,3.1,4.0,-23.5,23.5,1.91,1.91,0.7590132827324478,0.2409867172675522,1.0374015748031495,0.6919642857142858,0.30803571428571425,1.0472183263207107,0.7459677419354839,0.2540322580645161,1.063921063921064
2025-08-21,2025,Essendon,Carlton,,3.69,1.26,8,3.5,3.7,1.31,1.3,3.3,4.5,1.21,1.36,21.5,-21.5,1.89,1.93,0.26,0.7400000000000001,1.0395010395010393,0.27234927234927236,0.7276507276507277,1.0490730643402397,0.2545454545454546,0.7454545454545454,1.064653503677894
2025-08-17,2025,Western Bulldogs,West Coast,,1.01,14.95,8,1.006,1.012,23.0,23.0,1.004,1.012,19.0,29.0,-76.5,76.5,1.91,1.91,0.9578544061302682,0.042145593869731796,1.0316205533596838,0.9580938098808631,0.041906190119136884,1.0375140461578356,0.93671679197995,0.06328320802005012,1.0569886420080135
2025-08-17,2025,Sydney,Geelong,,3.08,1.36,10,3.35,3.3,1.333,1.36,3.0,3.5,1.31,1.4,18.5,-18.5,1.91,1.91,0.2918454935622318,0.7081545064377682,1.0383244206773619,0.2846465940636344,0.7153534059363656,1.0486950095732888,0.30630630630630634,0.6936936936936937,1.0599694423223833
2025-08-17,2025,North Melbourne,Richmond,,1.61,2.29,10,1.54,1.72,2.5,2.18,1.54,1.72,2.18,2.5,-5.5,5.5,1.91,1.91,0.558974358974359,0.44102564102564096,1.0401109451674846,0.6188118811881189,0.38118811881188125,1.0493506493506493,0.5871794871794872,0.41282051282051285,1.0577992351297838
2025-08-16,2025,Adelaide,Collingwood,,1.46,2.67,10,1.52,1.5,2.55,2.68,1.38,1.54,2.5,3.1,-12.5,12.5,1.91,1.91,0.6411483253588518,0.35885167464114837,1.0398009950248754,0.6265356265356266,0.3734643734643735,1.0500515995872033,0.6464891041162226,0.3535108958837772,1.0594633420553077
2025-08-16,2025,Hawthorn,Melbourne,,1.31,3.33,10,1.38,1.333,3.1,3.5,1.23,1.38,3.1,4.2,-19.5,19.5,1.91,1.91,0.7241878750258639,0.2758121249741361,1.0359018326010074,0.6919642857142858,0.30803571428571425,1.0472183263207107,0.7176724137931035,0.2823275862068966,1.0636590789262543
2025-08-16,2025,Carlton,Port Adelaide,,1.47,2.63,10,1.47,1.44,2.7,2.9,1.44,1.52,2.55,2.9,-14.5,14.5,1.91,1.91,0.6682027649769585,0.3317972350230415,1.039272030651341,0.6474820143884892,0.35251798561151076,1.0506424792139077,0.6414634146341464,0.3585365853658537,1.0605002457256667
2025-08-16,2025,Gold Coast,Greater Western Sydney,,1.42,2.81,10,1.5,1.36,2.6,3.3,1.36,1.5,2.6,3.3,-18.5,18.5,1.91,1.91,0.7081545064377682,0.2918454935622318,1.0383244206773619,0.6341463414634148,0.3658536585365854,1.051282051282051,0.6643026004728132,0.33569739952718675,1.0600972382336726
2025-08-15,2025,Fremantle,Brisbane Lions,,1.72,2.1,10,1.91,1.72,1.91,2.18,1.72,1.91,1.91,2.18,-5.5,5.5,1.91,1.91,0.558974358974359,0.44102564102564096,1.0401109451674846,0.5,0.5,1.0471204188481675,0.549738219895288,0.450261780104712,1.0575858250276855
2025-08-15,2025,Essendon,St Kilda,,4.19,1.22,10,3.2,5.0,1.36,1.19,3.2,5.2,1.18,1.36,30.5,-30.5,1.91,1.91,0.19224555735056542,0.8077544426494345,1.0403361344537816,0.2982456140350877,0.7017543859649122,1.0477941176470589,0.22550831792975967,0.7744916820702402,1.0583356156344146
2025-08-10,2025,West Coast,Adelaide,,12.64,1.02,8,11.0,17.0,1.04,1.025,11.0,17.0,1.02,1.04,59.5,-59.5,1.91,1.91,0.056865464632454926,0.9431345353675452,1.0344332855093257,0.08637873754152825,0.9136212624584719,1.0524475524475523,0.07467057101024889,0.925329428989751,1.059506080913378
2025-08-10,2025,Melbourne,Western Bulldogs,,3.56,1.28,10,3.1,3.5,1.38,1.333,3.1,4.25,1.23,1.38,24.5,-24.5,1.91,1.91,0.2758121249741361,0.7241878750258639,1.0359018326010074,0.30803571428571425,0.6919642857142858,1.0472183263207107,0.2644628099173554,0.7355371900826446,1.0621488764044944
2025-08-10,2025,Greater Western Sydney,North Melbourne,,1.05,8.97,10,1.04,1.06,11.0,10.5,1.04,1.07,8.5,11.0,-46.5,46.5,1.91,1.91,0.9083044982698962,0.09169550173010381,1.0386343216531895,0.9136212624584719,0.08637873754152825,1.0524475524475523,0.8952095808383234,0.10479041916167664,1.0638636725593247
2025-08-09,2025,Port Adelaide,Fremantle,,3.65,1.27,10,3.1,3.5,1.38,1.333,3.1,4.6,1.2,1.38,20.5,-20.5,1.91,1.91,0.2758121249741361,0.7241878750258639,1.0359018326010074,0.30803571428571425,0.6919642857142858,1.0472183263207107,0.258130081300813,0.741869918699187,1.0613741775428756
2025-08-09,2025,Carlton,Gold Coast,,3.92,1.24,10,3.2,4.15,1.36,1.25,3.2,4.8,1.19,1.36,24.5,-24.5,1.91,1.91,0.23148148148148148,0.7685185185185186,1.0409638554216867,0.2982456140350877,0.7017543859649122,1.0477941176470589,0.24031007751937983,0.7596899224806202,1.0615536537195525
2025-08-09,2025,Brisbane Lions,Sydney,,1.25,3.84,10,1.23,1.27,4.2,4.0,1.2,1.28,3.75,4.6,-22.5,22.5,1.91,1.91,0.7590132827324478,0.2409867172675522,1.0374015748031495,0.7734806629834253,0.22651933701657456,1.051103368176539,0.7544204322200393,0.2455795677799607,1.0604166666666668
2025-08-09,2025,Richmond,St Kilda,,3.34,1.31,10,3.0,3.3,1.4,1.36,3.0,3.75,1.28,1.4,18.5,-18.5,1.91,1.91,0.2918454935622318,0.7081545064377682,1.0383244206773619,0.3181818181818181,0.6818181818181818,1.0476190476190477,0.28172043010752695,0.7182795698924732,1.0627599762307445
2025-08-08,2025,Geelong,Essendon,,1.01,16.55,9,1.015,1.01,17.0,26.0,1.006,1.02,15.0,26.0,-69.5,69.5,1.91,1.91,0.9626064420584968,0.03739355794150315,1.0285605483625286,0.9436580627255066,0.05634193727449347,1.0440452042886121,0.94248291571754,0.057517084282460135,1.0505219706260656
2025-08-07,2025,Hawthorn,Collingwood,,2.24,1.62,10,2.2,2.3,1.68,1.65,2.18,2.35,1.62,1.72,7.5,-7.5,1.91,1.91,0.4177215189873418,0.5822784810126582,1.0408432147562583,0.4329896907216495,0.5670103092783505,1.0497835497835497,0.4196891191709845,0.5803108808290156,1.0637125220458552
2025-08-03,2025,Fremantle,Carlton,,1.07,7.42,10,1.21,1.1,4.5,8.0,1.07,1.22,4.35,10.0,-37.5,37.5,1.91,1.91,0.879120879120879,0.12087912087912087,1.0340909090909092,0.7880910683012259,0.21190893169877406,1.0486685032139578,0.8739693757361602,0.1260306242638398,1.069350328740207
2025-08-03,2025,Geelong,Port Adelaide,,1.02,12.14,10,1.17,1.03,5.25,15.0,1.03,1.17,5.25,15.0,-59.5,59.5,1.91,1.91,0.9357454772301934,0.06425452276980662,1.0375404530744337,0.8177570093457944,0.1822429906542056,1.0451770451770452,0.9224924012158054,0.07750759878419453,1.0627644797622509
2025-08-03,2025,St Kilda,North Melbourne,,1.25,3.76,10,1.38,1.28,3.1,3.85,1.22,1.4,3.0,4.5,-24.5,24.5,1.91,1.91,0.7504873294346978,0.2495126705653021,1.0409902597402598,0.6919642857142858,0.30803571428571425,1.0472183263207107,0.750499001996008,0.249500998003992,1.0659574468085107
2025-08-02,2025,Collingwood,Brisbane Lions,,1.49,2.56,10,1.65,1.5,2.25,2.68,1.5,1.68,2.2,2.68,-11.5,11.5,1.91,1.91,0.6411483253588518,0.35885167464114837,1.0398009950248754,0.5769230769230769,0.423076923076923,1.0505050505050506,0.6320987654320989,0.36790123456790125,1.0617659395973154
2025-08-02,2025,Sydney,Essendon,,1.07,7.73,10,1.07,1.12,8.5,6.75,1.05,1.12,6.75,10.5,-37.5,37.5,1.91,1.91,0.8576874205844981,0.1423125794155019,1.041005291005291,0.8881922675026124,0.11180773249738768,1.0522264980758658,0.8784090909090908,0.12159090909090908,1.0639455453325435
2025-08-02,2025,Gold Coast,Richmond,,1.03,11.19,10,1.09,1.03,7.5,15.0,1.03,1.09,7.5,15.0,-55.5,55.5,1.91,1.91,0.9357454772301934,0.06425452276980662,1.0375404530744337,0.8731082654249126,0.12689173457508732,1.0507645259938838,0.9157119476268413,0.08428805237315876,1.0602392913228698
2025-08-02,2025,Melbourne,West Coast,,1.05,9.12,10,1.11,1.06,6.5,10.5,1.06,1.11,6.5,10.5,-48.5,48.5,1.91,1.91,0.9083044982698962,0.09169550173010381,1.0386343216531895,0.8541392904073586,0.14586070959264127,1.0547470547470548,0.8967551622418879,0.1032448377581121,1.0620300751879699
2025-08-01,2025,Adelaide,Hawthorn,,1.46,2.63,10,1.52,1.5,2.55,2.68,1.42,1.52,2.55,3.0,-12.5,12.5,1.91,1.91,0.6411483253588518,0.35885167464114837,1.0398009950248754,0.6265356265356266,0.3734643734643735,1.0500515995872033,0.6430317848410758,0.35696821515892424,1.0651596437314443
2025-07-31,2025,Western Bulldogs,Greater Western Sydney,,1.4,2.83,10,1.65,1.4,2.25,3.1,1.4,1.72,2.15,3.1,-16.5,16.5,1.91,1.91,0.6888888888888889,0.31111111111111106,1.0368663594470047,0.5769230769230769,0.423076923076923,1.0505050505050506,0.6690307328605202,0.33096926713947994,1.0676426047450782
2025-07-27,2025,St Kilda,Melbourne,,1.99,1.77,10,2.1,2.02,1.75,1.833,1.97,2.25,1.65,1.87,2.5,-2.5,1.91,1.91,0.47573319491305477,0.5242668050869452,1.0406032419935938,0.4545454545454546,0.5454545454545455,1.0476190476190474,0.47074468085106375,0.5292553191489361,1.0674843142264998
2025-07-27,2025,Richmond,Collingwood,,9.9,1.04,10,10.0,13.0,1.05,1.04,8.5,13.0,1.04,1.07,52.5,-52.5,1.91,1.91,0.07407407407407408,0.9259259259259259,1.0384615384615383,0.09502262443438914,0.9049773755656108,1.0523809523809524,0.09506398537477148,0.9049360146252285,1.0625485625485624
2025-07-26,2025,Adelaide,Port Adelaide,,1.16,4.79,9,1.28,1.17,3.75,5.4,1.153,1.28,3.75,5.6,-27.5,27.5,1.89,1.93,0.8219178082191781,0.1780821917808219,1.03988603988604,0.7455268389662029,0.25447316103379725,1.0479166666666666,0.8050420168067227,0.19495798319327728,1.0708372327406235
2025-07-26,2025,North Melbourne,Geelong,,8.53,1.06,10,7.5,10.5,1.09,1.06,7.5,10.5,1.06,1.09,46.5,-46.5,1.93,1.89,0.09169550173010381,0.9083044982698962,1.0386343216531895,0.12689173457508732,0.8731082654249126,1.0507645259938838,0.11053180396246091,0.889468196037539,1.0606295206706629
2025-07-26,2025,Fremantle,West Coast,,1.04,9.96,10,1.09,1.04,7.5,13.0,1.04,1.09,7.5,13.0,-49.5,49.5,1.91,1.91,0.9259259259259259,0.07407407407407408,1.0384615384615383,0.8731082654249126,0.12689173457508732,1.0507645259938838,0.9054545454545455,0.09454545454545454,1.0619400679641642
2025-07-26,2025,Gold Coast,Brisbane Lions,,2.42,1.54,10,2.05,2.55,1.78,1.54,2.05,2.55,1.54,1.78,10.5,-10.5,1.91,1.91,0.3765281173594133,0.6234718826405868,1.0415075120957473,0.4647519582245431,0.5352480417754569,1.0496026308577693,0.3888888888888889,0.6111111111111112,1.062573789846517
2025-07-25,2025,Greater Western Sydney,Sydney,,1.43,2.73,10,1.65,1.45,2.25,2.85,1.45,1.65,2.25,2.85,-14.5,14.5,1.91,1.91,0.6627906976744187,0.3372093023255814,1.0405323653962493,0.5769230769230769,0.423076923076923,1.0505050505050506,0.65625,0.34374999999999994,1.0656010656010657
2025-07-25,2025,Essendon,Western Bulldogs,,9.91,1.04,10,8.5,13.0,1.07,1.04,8.5,13.0,1.04,1.07,53.5,-53.5,1.91,1.91,0.07407407407407408,0.9259259259259259,1.0384615384615383,0.11180773249738768,0.8881922675026124,1.0522264980758658,0.0949771689497717,0.9050228310502283,1.06244663510052
2025-07-24,2025,Hawthorn,Carlton,,1.2,4.29,10,1.2,1.22,4.6,4.5,1.19,1.25,4.15,4.8,-25.5,25.5,1.91,1.91,0.7867132867132867,0.21328671328671325,1.0418943533697633,0.7931034482758621,0.20689655172413796,1.0507246376811594,0.7814207650273224,0.2185792349726776,1.0664335664335665
