date,year,home_team,away_team,venue_odds,home_odds_avg,away_odds_avg,bookmakers_surveyed,home_odds_open,home_odds_close,away_odds_open,away_odds_close,home_odds_min,home_odds_max,away_odds_min,away_odds_max,home_line_close,away_line_close,home_line_odds_close,away_line_odds_close,implied_home_close,implied_away_close,overround_close,implied_home_open,implied_away_open,overround_open,implied_home_avg,implied_away_avg,overround_avg
2024-06-29,2024,Geelong,Essendon,,2.22,1.6,12,1.75,2.3,2.1,1.65,1.72,2.3,1.62,2.1,5.5,-5.5,1.952,1.87,0.4177215189873418,0.5822784810126582,1.0408432147562583,0.5454545454545455,0.4545454545454546,1.0476190476190474,0.418848167539267,0.5811518324607331,1.0754504504504503
2024-06-29,2024,Gold Coast,Collingwood,,1.89,1.84,12,1.91,1.952,1.91,1.9,1.88,2.02,1.77,1.91,1.5,-1.5,1.87,1.952,0.4932502596053998,0.5067497403946002,1.0386108714408973,0.5,0.5,1.0471204188481675,0.4932975871313674,0.5067024128686327,1.0725787899700943
2024-06-29,2024,North Melbourne,Western Bulldogs,,7.07,1.08,12,6.25,8.0,1.12,1.1,5.75,8.0,1.08,1.14,40.5,-40.5,1.91,1.91,0.12087912087912087,0.879120879120879,1.0340909090909092,0.15196743554952513,0.8480325644504749,1.0528571428571427,0.1325153374233129,0.8674846625766871,1.0673686416260673
2024-06-29,2024,Sydney,Fremantle,,1.19,4.36,12,1.25,1.2,4.0,4.8,1.18,1.25,4.0,4.8,-27.5,27.5,1.87,1.952,0.7999999999999999,0.19999999999999998,1.0416666666666667,0.7619047619047619,0.23809523809523808,1.05,0.7855855855855856,0.2144144144144144,1.0696939326189192
2024-06-28,2024,Brisbane Lions,Melbourne,,1.15,5.05,12,1.333,1.17,3.35,5.4,1.14,1.333,3.35,6.25,-33.5,33.5,1.87,1.952,0.8219178082191781,0.1780821917808219,1.03988603988604,0.7153534059363656,0.2846465940636344,1.0486950095732888,0.8145161290322581,0.18548387096774194,1.0675850193715024
2024-06-23,2024,Fremantle,Gold Coast,,1.37,2.93,12,1.38,1.4,3.1,3.1,1.32,1.42,2.9,3.35,-17.5,17.5,1.91,1.91,0.6888888888888889,0.31111111111111106,1.0368663594470047,0.6919642857142858,0.30803571428571425,1.0472183263207107,0.6813953488372093,0.3186046511627907,1.071223935626915
2024-06-23,2024,Essendon,West Coast,,1.11,5.88,12,1.17,1.13,5.25,6.5,1.11,1.17,5.25,6.75,-35.5,35.5,1.91,1.91,0.8519003931847969,0.14809960681520315,1.0388019060585432,0.8177570093457944,0.1822429906542056,1.0451770451770452,0.8412017167381974,0.1587982832618026,1.0709689281117851
2024-06-22,2024,Melbourne,North Melbourne,,1.18,4.43,12,1.14,1.22,5.75,4.5,1.12,1.25,4.15,5.75,-27.5,27.5,1.91,1.91,0.7867132867132867,0.21328671328671325,1.0418943533697633,0.8345428156748913,0.16545718432510886,1.0511060259344012,0.7896613190730837,0.2103386809269162,1.0731912614301566
2024-06-22,2024,Greater Western Sydney,Sydney,,2.99,1.36,12,2.2,3.1,1.68,1.4,2.2,3.1,1.37,1.68,16.5,-16.5,1.91,1.91,0.31111111111111106,0.6888888888888889,1.0368663594470047,0.4329896907216495,0.5670103092783505,1.0497835497835497,0.3126436781609196,0.6873563218390805,1.0697422781821757
2024-06-22,2024,Port Adelaide,Brisbane Lions,,2.05,1.72,12,1.8,2.1,2.02,1.77,1.75,2.1,1.75,2.1,3.5,-3.5,1.952,1.87,0.4573643410852713,0.5426356589147286,1.0411622276029056,0.5287958115183247,0.4712041884816754,1.0506050605060506,0.4562334217506631,0.5437665782493368,1.06920022688599
2024-06-21,2024,Carlton,Geelong,,1.61,2.22,12,1.54,1.63,2.5,2.35,1.54,1.7,2.22,2.5,-7.5,7.5,1.87,1.952,0.5904522613065327,0.40954773869346733,1.0390288474089544,0.6188118811881189,0.38118811881188125,1.0493506493506493,0.5796344647519582,0.42036553524804177,1.0715684628728106
2024-06-16,2024,Greater Western Sydney,Port Adelaide,,1.52,2.42,12,1.47,1.56,2.7,2.5,1.44,1.68,2.2,2.7,-9.5,9.5,1.87,1.952,0.6157635467980296,0.38423645320197053,1.0410256410256409,0.6474820143884892,0.35251798561151076,1.0506424792139077,0.6142131979695432,0.38578680203045684,1.071117877337973
2024-06-16,2024,North Melbourne,Collingwood,,6.71,1.09,12,5.75,8.0,1.14,1.1,5.75,8.0,1.08,1.14,40.5,-40.5,1.91,1.91,0.12087912087912087,0.879120879120879,1.0340909090909092,0.16545718432510886,0.8345428156748913,1.0511060259344012,0.13974358974358975,0.8602564102564103,1.0664624892328305
2024-06-15,2024,Adelaide,Sydney,,3.29,1.3,12,4.2,3.35,1.23,1.35,3.1,4.2,1.2,1.38,20.5,-20.5,1.87,1.952,0.28723404255319146,0.7127659574468085,1.0392482034273078,0.22651933701657456,0.7734806629834253,1.051103368176539,0.2832244008714597,0.7167755991285404,1.073182137011924
2024-06-15,2024,Richmond,Hawthorn,,2.65,1.44,12,3.1,2.68,1.38,1.5,2.55,3.1,1.35,1.52,13.5,-13.5,1.87,1.952,0.35885167464114837,0.6411483253588518,1.0398009950248754,0.30803571428571425,0.6919642857142858,1.0472183263207107,0.35207823960880197,0.647921760391198,1.0718029350104823
2024-06-15,2024,Western Bulldogs,Fremantle,,1.73,2.02,12,1.7,1.75,2.18,2.15,1.62,1.85,1.97,2.25,-3.5,3.5,1.87,1.952,0.5512820512820513,0.44871794871794873,1.0365448504983388,0.5618556701030928,0.43814432989690716,1.0469508904479223,0.5386666666666667,0.4613333333333334,1.0730841870314198
2024-06-14,2024,Brisbane Lions,St Kilda,,1.12,5.55,12,1.44,1.14,2.8,6.25,1.13,1.44,2.8,6.5,-34.5,34.5,1.91,1.91,0.8457374830852504,0.15426251691474968,1.0371929824561403,0.660377358490566,0.33962264150943394,1.0515873015873016,0.8320839580209896,0.16791604197901053,1.073037323037323
2024-06-10,2024,Collingwood,Melbourne,,2.05,1.71,12,2.15,2.1,1.72,1.77,1.75,2.2,1.68,2.05,3.5,-3.5,1.952,1.87,0.4573643410852713,0.5426356589147286,1.0411622276029056,0.4444444444444444,0.5555555555555556,1.0465116279069768,0.4547872340425533,0.5452127659574468,1.0726001996862073
2024-06-09,2024,Essendon,Carlton,,2.42,1.51,12,2.5,2.55,1.54,1.54,2.3,2.6,1.47,1.62,10.5,-10.5,1.93,1.89,0.3765281173594133,0.6234718826405868,1.0415075120957473,0.38118811881188125,0.6188118811881189,1.0493506493506493,0.3842239185750636,0.6157760814249365,1.0754747961250068
2024-06-09,2024,Sydney,Geelong,,1.27,3.51,12,1.42,1.3,2.9,3.7,1.28,1.42,2.9,3.85,-22.5,22.5,1.91,1.91,0.7400000000000001,0.26,1.0395010395010393,0.6712962962962963,0.32870370370370366,1.0490529383195728,0.7343096234309624,0.2656903765690377,1.0723018597034344
2024-06-08,2024,St Kilda,Gold Coast,,1.74,2.01,12,2.7,1.78,1.47,2.05,1.78,2.7,1.47,2.05,-3.5,3.5,1.91,1.91,0.5352480417754569,0.4647519582245431,1.0496026308577693,0.35251798561151076,0.6474820143884892,1.0506424792139077,0.536,0.4640000000000001,1.0722250814891061
2024-06-08,2024,West Coast,North Melbourne,,1.22,3.93,12,1.333,1.25,3.35,4.15,1.25,1.44,2.8,4.15,-24.5,24.5,1.91,1.91,0.7685185185185186,0.23148148148148148,1.0409638554216867,0.7153534059363656,0.2846465940636344,1.0486950095732888,0.7631067961165048,0.23689320388349513,1.0741250573561925
2024-06-08,2024,Hawthorn,Greater Western Sydney,,1.89,1.84,12,2.8,1.952,1.44,1.87,1.87,2.8,1.44,1.952,1.5,-1.5,1.87,1.952,0.48927263212977506,0.5107273678702251,1.047054440255983,0.33962264150943394,0.660377358490566,1.0515873015873016,0.4932975871313674,0.5067024128686327,1.0725787899700943
2024-06-07,2024,Western Bulldogs,Brisbane Lions,,1.68,2.1,12,1.65,1.75,2.25,2.15,1.51,1.75,2.15,2.5,-5.5,5.5,1.952,1.87,0.5512820512820513,0.44871794871794873,1.0365448504983388,0.5769230769230769,0.423076923076923,1.0505050505050506,0.5555555555555556,0.4444444444444444,1.0714285714285714
2024-06-06,2024,Adelaide,Richmond,,1.21,4.1,12,1.12,1.24,6.25,4.25,1.06,1.24,4.25,7.5,-26.5,26.5,1.952,1.87,0.7741347905282332,0.22586520947176686,1.0417457305502846,0.8480325644504749,0.15196743554952513,1.0528571428571427,0.7721280602636534,0.2278719397363465,1.070348720016126
2024-06-02,2024,Gold Coast,Essendon,,1.66,2.13,12,1.78,1.7,2.05,2.22,1.65,1.78,2.05,2.25,-5.5,5.5,1.87,1.952,0.5663265306122449,0.4336734693877551,1.0386857445680975,0.5352480417754569,0.4647519582245431,1.0496026308577693,0.5620052770448549,0.4379947229551451,1.0718932066293343
2024-06-02,2024,Melbourne,Fremantle,,1.5,2.48,12,1.5,1.5,2.6,2.68,1.45,1.54,2.5,2.68,-8.5,8.5,1.91,1.91,0.6411483253588518,0.35885167464114837,1.0398009950248754,0.6341463414634148,0.3658536585365854,1.051282051282051,0.6231155778894473,0.37688442211055284,1.0698924731182795
2024-06-01,2024,Geelong,Richmond,,1.04,9.37,12,1.07,1.05,8.5,11.0,1.035,1.07,8.5,11.0,-48.5,48.5,1.87,1.952,0.9128630705394192,0.08713692946058092,1.0432900432900432,0.8881922675026124,0.11180773249738768,1.0522264980758658,0.9000960614793467,0.09990393852065323,1.068262047450948
2024-06-01,2024,West Coast,St Kilda,,2.49,1.5,12,1.68,2.68,2.2,1.5,1.68,2.68,1.5,2.2,10.5,-10.5,1.952,1.87,0.35885167464114837,0.6411483253588518,1.0398009950248754,0.5670103092783505,0.4329896907216495,1.0497835497835497,0.37593984962406013,0.6240601503759399,1.0682730923694779
2024-06-01,2024,Hawthorn,Adelaide,,1.77,1.97,12,1.89,1.85,1.93,2.0,1.833,2.2,1.65,2.02,-1.5,1.5,1.91,1.91,0.5194805194805195,0.4805194805194806,1.0405405405405403,0.5052356020942408,0.4947643979057591,1.047235244126436,0.5267379679144386,0.4732620320855615,1.0725859646103988
2024-05-31,2024,Collingwood,Western Bulldogs,,2.08,1.69,12,1.54,2.22,2.5,1.7,1.5,2.22,1.7,2.6,4.5,-4.5,1.952,1.87,0.4336734693877551,0.5663265306122449,1.0386857445680975,0.6188118811881189,0.38118811881188125,1.0493506493506493,0.44827586206896547,0.5517241379310345,1.0724852071005917
2024-05-30,2024,Port Adelaide,Carlton,,1.56,2.33,12,1.75,1.6,2.1,2.4,1.58,1.75,2.1,2.45,-7.5,7.5,1.93,1.89,0.6,0.39999999999999997,1.0416666666666667,0.5454545454545455,0.4545454545454546,1.0476190476190474,0.5989717223650385,0.40102827763496146,1.0702101903818642
2024-05-26,2024,Adelaide,West Coast,,1.18,4.48,12,1.18,1.22,5.0,4.5,1.13,1.22,4.35,6.0,-26.5,26.5,1.91,1.91,0.7867132867132867,0.21328671328671325,1.0418943533697633,0.8090614886731391,0.19093851132686082,1.0474576271186442,0.7915194346289753,0.20848056537102472,1.0706719128329298
2024-05-26,2024,Melbourne,St Kilda,,1.34,3.12,12,1.333,1.36,3.35,3.3,1.3,1.4,3.0,3.6,-17.5,17.5,1.91,1.91,0.7081545064377682,0.2918454935622318,1.0383244206773619,0.7153534059363656,0.2846465940636344,1.0486950095732888,0.6995515695067265,0.3004484304932735,1.0667814772292383
2024-05-26,2024,Hawthorn,Brisbane Lions,,2.7,1.43,12,2.9,2.75,1.42,1.48,2.75,3.35,1.333,1.48,13.5,-13.5,1.91,1.91,0.3498817966903074,0.6501182033096927,1.0393120393120392,0.32870370370370366,0.6712962962962963,1.0490529383195728,0.3462469733656174,0.6537530266343825,1.0696710696710698
2024-05-25,2024,Richmond,Essendon,,5.72,1.12,12,5.0,6.0,1.18,1.15,5.0,8.5,1.045,1.18,34.5,-34.5,1.87,1.952,0.1608391608391608,0.8391608391608392,1.0362318840579712,0.19093851132686082,0.8090614886731391,1.0474576271186442,0.16374269005847958,0.8362573099415205,1.0676823176823176
2024-05-25,2024,Geelong,Greater Western Sydney,,1.42,2.7,12,2.2,1.44,1.68,2.9,1.44,2.2,1.68,2.9,-15.5,15.5,1.91,1.91,0.6682027649769585,0.3317972350230415,1.039272030651341,0.4329896907216495,0.5670103092783505,1.0497835497835497,0.6553398058252428,0.34466019417475724,1.0745957224830465
2024-05-25,2024,Carlton,Gold Coast,,1.41,2.77,12,1.44,1.44,2.8,2.9,1.3,1.47,2.7,3.6,-16.5,16.5,1.91,1.91,0.6682027649769585,0.3317972350230415,1.039272030651341,0.660377358490566,0.33962264150943394,1.0515873015873016,0.6626794258373206,0.33732057416267947,1.070230688480938
2024-05-25,2024,North Melbourne,Port Adelaide,,8.29,1.06,12,7.0,10.5,1.1,1.06,7.0,10.5,1.045,1.1,46.5,-46.5,1.91,1.91,0.09169550173010381,0.9083044982698962,1.0386343216531895,0.13580246913580246,0.8641975308641975,1.051948051948052,0.11336898395721928,0.8866310160427807,1.0640234881762523
2024-05-24,2024,Fremantle,Collingwood,,1.55,2.34,12,2.6,1.6,1.5,2.4,1.6,2.6,1.47,2.4,-8.5,8.5,1.91,1.91,0.6,0.39999999999999997,1.0416666666666667,0.3658536585365854,0.6341463414634148,1.051282051282051,0.6015424164524421,0.39845758354755784,1.0725117176730081
2024-05-23,2024,Western Bulldogs,Sydney,,2.29,1.58,12,3.1,2.4,1.38,1.6,2.25,3.1,1.35,1.68,9.5,-9.5,1.87,1.952,0.39999999999999997,0.6,1.0416666666666667,0.30803571428571425,0.6919642857142858,1.0472183263207107,0.40826873385012924,0.5917312661498708,1.0695926151124868
2024-05-19,2024,West Coast,Melbourne,,5.64,1.13,12,4.35,6.25,1.22,1.14,4.2,6.25,1.14,1.23,34.5,-34.5,1.91,1.91,0.15426251691474968,0.8457374830852504,1.0371929824561403,0.2190305206463196,0.7809694793536804,1.0495571886188053,0.1669128508124077,0.8330871491875924,1.0622607167513964
2024-05-19,2024,Port Adelaide,Hawthorn,,1.12,5.59,12,1.21,1.16,4.5,5.6,1.14,1.21,4.5,5.6,-32.5,32.5,1.91,1.91,0.8284023668639054,0.1715976331360947,1.04064039408867,0.7880910683012259,0.21190893169877406,1.0486685032139578,0.8330849478390462,0.16691505216095381,1.071748019422438
2024-05-19,2024,Essendon,North Melbourne,,1.04,9.02,12,1.1,1.06,7.0,10.5,1.03,1.1,7.0,11.0,-48.5,48.5,1.91,1.91,0.9083044982698962,0.09169550173010381,1.0386343216531895,0.8641975308641975,0.13580246913580246,1.051948051948052,0.8966202783300199,0.10337972166998013,1.072403206549548
2024-05-18,2024,Brisbane Lions,Richmond,,1.05,8.73,12,1.1,1.06,7.0,10.5,1.035,1.1,7.0,10.5,-47.5,47.5,1.91,1.91,0.9083044982698962,0.09169550173010381,1.0386343216531895,0.8641975308641975,0.13580246913580246,1.051948051948052,0.8926380368098159,0.10736196319018404,1.066928489608902
2024-05-18,2024,St Kilda,Fremantle,,1.78,1.97,12,1.75,1.85,2.1,2.0,1.68,1.87,1.97,2.2,-1.5,1.5,1.91,1.91,0.5194805194805195,0.4805194805194806,1.0405405405405403,0.5454545454545455,0.4545454545454546,1.0476190476190474,0.5253333333333333,0.4746666666666666,1.0694119660069583
2024-05-18,2024,Greater Western Sydney,Western Bulldogs,,1.42,2.72,12,1.3,1.44,3.6,2.9,1.27,1.5,2.6,3.6,-13.5,13.5,1.91,1.91,0.6682027649769585,0.3317972350230415,1.039272030651341,0.7346938775510204,0.26530612244897966,1.0470085470085468,0.6570048309178744,0.3429951690821256,1.0718724109362054
2024-05-18,2024,Collingwood,Adelaide,,1.42,2.75,12,1.333,1.47,3.35,2.8,1.3,1.47,2.8,3.6,-13.5,13.5,1.91,1.91,0.6557377049180328,0.34426229508196726,1.0374149659863945,0.7153534059363656,0.2846465940636344,1.0486950095732888,0.6594724220623501,0.3405275779376499,1.0678617157490398
2024-05-17,2024,Sydney,Carlton,,1.38,2.92,12,1.5,1.4,2.6,3.1,1.38,1.5,2.6,3.2,-16.5,16.5,1.89,1.93,0.6888888888888889,0.31111111111111106,1.0368663594470047,0.6341463414634148,0.3658536585365854,1.051282051282051,0.6790697674418604,0.32093023255813946,1.067103434584078
2024-05-16,2024,Gold Coast,Geelong,,1.96,1.78,12,2.4,2.05,1.58,1.8,2.0,2.4,1.55,1.833,2.5,-2.5,1.91,1.91,0.4675324675324676,0.5324675324675325,1.043360433604336,0.39698492462311563,0.6030150753768844,1.0495780590717299,0.47593582887700536,0.5240641711229947,1.0720018344416418
2024-05-12,2024,Adelaide,Brisbane Lions,,1.61,2.24,11,1.85,1.68,1.97,2.25,1.65,1.85,1.97,2.25,-6.5,6.5,1.89,1.93,0.5725190839694657,0.4274809160305344,1.0396825396825395,0.5157068062827225,0.48429319371727747,1.04815475373851,0.5818181818181818,0.41818181818181815,1.0675465838509317
2024-05-12,2024,Collingwood,West Coast,,1.1,6.58,11,1.09,1.11,7.5,7.25,1.06,1.12,6.25,7.5,-38.5,38.5,1.91,1.91,0.867224880382775,0.13277511961722488,1.0388319353836595,0.8731082654249126,0.12689173457508732,1.0507645259938838,0.8567708333333333,0.14322916666666666,1.0610665929814866
2024-05-11,2024,Gold Coast,North Melbourne,,1.09,6.78,11,1.08,1.1,8.0,8.0,1.045,1.1,7.5,8.5,-40.5,40.5,1.91,1.91,0.879120879120879,0.12087912087912087,1.0340909090909092,0.8810572687224669,0.11894273127753305,1.0509259259259258,0.8614993646759848,0.13850063532401527,1.064923818029282
2024-05-11,2024,Richmond,Western Bulldogs,,2.98,1.36,11,3.2,3.1,1.36,1.4,3.1,3.35,1.3,1.4,17.5,-17.5,1.87,1.952,0.31111111111111106,0.6888888888888889,1.0368663594470047,0.2982456140350877,0.7017543859649122,1.0477941176470589,0.3133640552995392,0.6866359447004607,1.0708645874457166
2024-05-11,2024,Essendon,Greater Western Sydney,,2.52,1.49,11,2.4,2.68,1.58,1.5,2.25,2.68,1.5,1.65,11.5,-11.5,1.91,1.91,0.35885167464114837,0.6411483253588518,1.0398009950248754,0.39698492462311563,0.6030150753768844,1.0495780590717299,0.37157107231920194,0.6284289276807979,1.0679663364227123
2024-05-11,2024,Hawthorn,St Kilda,,2.52,1.49,11,2.55,2.62,1.52,1.52,2.25,2.62,1.49,1.65,10.5,-10.5,1.91,1.91,0.36714975845410625,0.6328502415458938,1.0395741261550824,0.3734643734643735,0.6265356265356266,1.0500515995872033,0.37157107231920194,0.6284289276807979,1.0679663364227123
2024-05-10,2024,Fremantle,Sydney,,2.24,1.61,11,2.2,2.35,1.68,1.63,2.15,2.35,1.63,1.72,6.5,-6.5,1.91,1.91,0.40954773869346733,0.5904522613065327,1.0390288474089544,0.4329896907216495,0.5670103092783505,1.0497835497835497,0.41818181818181815,0.5818181818181818,1.0675465838509317
2024-05-10,2024,Geelong,Port Adelaide,,1.26,3.67,11,1.31,1.27,3.5,4.0,1.24,1.333,3.35,4.15,-23.5,23.5,1.91,1.91,0.7590132827324478,0.2409867172675522,1.0374015748031495,0.7276507276507277,0.27234927234927236,1.0490730643402397,0.744421906693712,0.2555780933062881,1.066130357683491
2024-05-09,2024,Carlton,Melbourne,,2.05,1.72,11,1.8,2.1,2.02,1.77,1.8,2.1,1.77,2.02,2.5,-2.5,1.91,1.91,0.4573643410852713,0.5426356589147286,1.0411622276029056,0.5287958115183247,0.4712041884816754,1.0506050605060506,0.4562334217506631,0.5437665782493368,1.06920022688599
2024-05-05,2024,Brisbane Lions,Gold Coast,,1.45,2.65,12,1.38,1.5,3.1,2.68,1.38,1.52,2.6,3.1,-12.5,12.5,1.91,1.91,0.6411483253588518,0.35885167464114837,1.0398009950248754,0.6919642857142858,0.30803571428571425,1.0472183263207107,0.6463414634146342,0.3536585365853659,1.0670136629798308
2024-05-05,2024,Western Bulldogs,Hawthorn,,1.22,4.06,12,1.31,1.24,3.5,4.25,1.23,1.31,3.5,4.25,-25.5,25.5,1.91,1.91,0.7741347905282332,0.22586520947176686,1.0417457305502846,0.7276507276507277,0.27234927234927236,1.0490730643402397,0.768939393939394,0.2310606060606061,1.0659775498667527
2024-05-05,2024,Richmond,Fremantle,,2.69,1.44,12,2.25,2.85,1.65,1.45,2.25,2.85,1.44,1.65,14.5,-14.5,1.91,1.91,0.3372093023255814,0.6627906976744187,1.0405323653962493,0.423076923076923,0.5769230769230769,1.0505050505050506,0.34866828087167073,0.6513317191283292,1.0661916563403553
2024-05-04,2024,West Coast,Essendon,,2.77,1.42,12,2.3,3.0,1.62,1.42,2.3,3.0,1.42,1.62,15.5,-15.5,1.91,1.91,0.3212669683257918,0.6787330316742082,1.0375586854460095,0.413265306122449,0.586734693877551,1.0520665593129361,0.33890214797136037,0.6610978520286396,1.065236182437586
2024-05-04,2024,Melbourne,Geelong,,2.03,1.74,12,1.85,2.1,1.97,1.77,1.85,2.1,1.75,1.97,3.5,-3.5,1.952,1.87,0.4573643410852713,0.5426356589147286,1.0411622276029056,0.5157068062827225,0.48429319371727747,1.04815475373851,0.46153846153846156,0.5384615384615384,1.0673234811165846
2024-05-04,2024,St Kilda,North Melbourne,,1.11,6.03,12,1.13,1.13,6.0,6.5,1.09,1.14,5.75,7.25,-35.5,35.5,1.91,1.91,0.8519003931847969,0.14809960681520315,1.0388019060585432,0.8415147265077139,0.15848527349228608,1.0516224188790562,0.8445378151260505,0.1554621848739496,1.0667383801712158
2024-05-04,2024,Sydney,Greater Western Sydney,,1.81,1.95,12,1.8,1.85,2.02,2.0,1.75,1.85,1.97,2.05,-2.5,2.5,1.952,1.87,0.5194805194805195,0.4805194805194806,1.0405405405405403,0.5287958115183247,0.4712041884816754,1.0506050605060506,0.5186170212765957,0.4813829787234043,1.0653067006658168
2024-05-03,2024,Carlton,Collingwood,,1.53,2.42,12,1.8,1.54,2.02,2.55,1.54,1.85,1.94,2.55,-10.5,10.5,1.87,1.952,0.6234718826405868,0.3765281173594133,1.0415075120957473,0.5287958115183247,0.4712041884816754,1.0506050605060506,0.6126582278481012,0.38734177215189874,1.066817911737698
2024-05-02,2024,Adelaide,Port Adelaide,,2.18,1.64,12,2.6,2.25,1.5,1.68,2.0,2.6,1.5,1.82,5.5,-5.5,1.91,1.91,0.4274809160305344,0.5725190839694657,1.0396825396825395,0.3658536585365854,0.6341463414634148,1.051282051282051,0.42931937172774864,0.5706806282722513,1.0684716938912509
2024-04-28,2024,Hawthorn,Sydney,,3.36,1.3,12,4.2,3.85,1.23,1.28,3.1,4.2,1.22,1.38,22.5,-22.5,1.91,1.91,0.2495126705653021,0.7504873294346978,1.0409902597402598,0.22651933701657456,0.7734806629834253,1.051103368176539,0.27896995708154504,0.7210300429184548,1.0668498168498168
2024-04-28,2024,Gold Coast,West Coast,,1.14,5.4,12,1.09,1.14,7.5,6.25,1.06,1.19,4.8,7.5,-34.5,34.5,1.91,1.91,0.8457374830852504,0.15426251691474968,1.0371929824561403,0.8731082654249126,0.12689173457508732,1.0507645259938838,0.8256880733944955,0.17431192660550457,1.0623781676413255
2024-04-27,2024,Fremantle,Western Bulldogs,,1.98,1.79,12,1.47,2.05,2.7,1.8,1.47,2.05,1.8,2.7,2.5,-2.5,1.91,1.91,0.4675324675324676,0.5324675324675325,1.043360433604336,0.6474820143884892,0.35251798561151076,1.0506424792139077,0.4748010610079576,0.5251989389920424,1.0637097229276
2024-04-27,2024,Geelong,Carlton,,1.69,2.1,12,1.85,1.72,1.97,2.18,1.68,1.91,1.91,2.2,-5.5,5.5,1.91,1.91,0.558974358974359,0.44102564102564096,1.0401109451674846,0.5157068062827225,0.48429319371727747,1.04815475373851,0.554089709762533,0.445910290237467,1.0679064525218371
2024-04-27,2024,North Melbourne,Adelaide,,4.73,1.17,12,4.6,5.2,1.2,1.18,4.5,5.2,1.18,1.21,30.5,-30.5,1.91,1.91,0.1849529780564263,0.8150470219435736,1.0397653194263365,0.20689655172413796,0.7931034482758621,1.0507246376811594,0.1983050847457627,0.8016949152542373,1.0661173451871127
2024-04-26,2024,Port Adelaide,St Kilda,,1.2,4.27,12,1.4,1.22,3.0,4.5,1.2,1.4,3.0,4.8,-25.5,25.5,1.952,1.87,0.7867132867132867,0.21328671328671325,1.0418943533697633,0.6818181818181818,0.3181818181818181,1.0476190476190477,0.7806215722120659,0.2193784277879342,1.0675253708040593
2024-04-25,2024,Greater Western Sydney,Brisbane Lions,,2.02,1.75,12,1.65,1.97,2.25,1.87,1.65,1.97,1.87,2.25,1.5,-1.5,1.91,1.91,0.4869791666666667,0.5130208333333333,1.0423735714867395,0.5769230769230769,0.423076923076923,1.0505050505050506,0.46419098143236076,0.5358090185676393,1.0664780763790664
2024-04-25,2024,Essendon,Collingwood,,2.85,1.4,12,2.6,3.2,1.5,1.38,2.4,3.2,1.38,1.58,15.5,-15.5,1.91,1.91,0.30131004366812225,0.6986899563318778,1.0371376811594204,0.3658536585365854,0.6341463414634148,1.051282051282051,0.32941176470588235,0.6705882352941177,1.0651629072681703
2024-04-24,2024,Richmond,Melbourne,,5.18,1.14,12,4.35,5.6,1.22,1.16,4.2,5.6,1.16,1.23,31.5,-31.5,1.952,1.87,0.1715976331360947,0.8284023668639054,1.04064039408867,0.2190305206463196,0.7809694793536804,1.0495571886188053,0.18037974683544303,0.8196202531645569,1.0702431755063335
2024-04-21,2024,North Melbourne,Hawthorn,,3.19,1.33,12,3.0,3.35,1.4,1.35,2.7,3.35,1.35,1.47,17.5,-17.5,1.91,1.91,0.28723404255319146,0.7127659574468085,1.0392482034273078,0.3181818181818181,0.6818181818181818,1.0476190476190477,0.2942477876106195,0.7057522123893805,1.0653593230725718
2024-04-21,2024,Sydney,Gold Coast,,1.35,3.1,12,1.27,1.38,3.85,3.2,1.27,1.4,3.0,3.85,-17.5,17.5,1.91,1.91,0.6986899563318778,0.30131004366812225,1.0371376811594204,0.7519531249999999,0.24804687499999997,1.0471418345434094,0.6966292134831461,0.30337078651685395,1.063321385902031
2024-04-20,2024,West Coast,Fremantle,,5.51,1.13,12,7.5,6.0,1.09,1.15,5.0,8.0,1.08,1.18,33.5,-33.5,1.91,1.91,0.1608391608391608,0.8391608391608392,1.0362318840579712,0.12689173457508732,0.8731082654249126,1.0507645259938838,0.17018072289156624,0.8298192771084337,1.0664439554791771
2024-04-20,2024,Brisbane Lions,Geelong,,1.57,2.33,12,1.52,1.6,2.55,2.4,1.4,1.6,2.4,3.0,-9.5,9.5,1.91,1.91,0.6,0.39999999999999997,1.0416666666666667,0.6265356265356266,0.3734643734643735,1.0500515995872033,0.5974358974358973,0.4025641025641025,1.066127224515459
2024-04-20,2024,Carlton,Greater Western Sydney,,1.81,1.95,12,1.78,1.833,2.05,2.02,1.72,1.833,2.0,2.1,-2.5,2.5,1.91,1.91,0.5242668050869452,0.47573319491305477,1.0406032419935938,0.5352480417754569,0.4647519582245431,1.0496026308577693,0.5186170212765957,0.4813829787234043,1.0653067006658168
2024-04-20,2024,Collingwood,Port Adelaide,,1.72,2.06,12,1.72,1.75,2.15,2.15,1.62,1.8,2.02,2.25,-4.5,4.5,1.91,1.91,0.5512820512820513,0.44871794871794873,1.0365448504983388,0.5555555555555556,0.4444444444444444,1.0465116279069768,0.544973544973545,0.45502645502645506,1.0668322420410927
2024-04-19,2024,Adelaide,Essendon,,1.41,2.79,12,1.52,1.42,2.55,3.0,1.42,1.58,2.4,3.0,-14.5,14.5,1.91,1.91,0.6787330316742082,0.3212669683257918,1.0375586854460095,0.6265356265356266,0.3734643734643735,1.0500515995872033,0.6642857142857144,0.33571428571428574,1.0676427972241287
