temp_c,temp_max_c,temp_min_c,rain_mm,wind_kmh,wind_gust_kmh,humidity,conditions,venue,date_str,lat,lon
8.8,17.9,-0.1,0.0,14.0,27.7,64.8,Partially cloudy,Manuka Oval,2024-04-25,-35.3178,149.1347
10.9,15.8,2.9,0.0,34.1,37.8,69.2,Partially cloudy,GMHBA Stadium,2014-08-09,-38.1581,144.3547
14.9,17.9,10.9,9.951,47.9,82.8,76.4,"Rain, Partially cloudy",Subiaco,2016-05-21,-31.9444,115.8308
4.0,12.9,-4.0,0.158,24.1,36.7,82.8,"Snow, Rain, Partially cloudy",UNSW Canberra Oval,2014-08-09,-35.3178,149.1347
10.0,15.1,5.5,0.157,10.2,41.4,81.7,"Rain, Partially cloudy",S.C.G.,2021-06-11,-33.8917,151.2247
22.7,25.6,20.6,0.0,25.8,68.0,44.6,Partially cloudy,M.C.G.,2019-09-20,-37.82,144.9834
16.3,20.1,11.9,0.012,27.7,0.0,55.5,"Rain, Partially cloudy",Football Park,2013-05-04,-34.88,138.4964
16.8,24.0,12.1,4.968,31.7,79.9,77.2,"Rain, Partially cloudy",UNSW Canberra Oval,2018-03-25,-35.3178,149.1347
11.8,20.1,6.2,0.0,12.9,26.6,72.6,Clear,M.C.G.,2021-05-23,-37.82,144.9834
10.0,15.9,6.6,0.0,8.7,18.7,85.1,Partially cloudy,Docklands,2017-06-16,-37.8165,144.9475
12.4,16.8,7.6,0.026,37.0,0.0,66.2,"Rain, Partially cloudy",M.C.G.,2012-05-18,-37.82,144.9834
20.8,25.1,17.4,0.065,26.3,36.7,71.1,"Rain, Partially cloudy",Carrara,2019-04-14,-28.0067,153.3667
16.9,21.1,10.8,0.014,15.9,28.1,73.8,"Rain, Partially cloudy",Carrara,2020-08-30,-28.0067,153.3667
9.7,11.4,8.0,7.773,35.3,0.0,84.2,"Rain, Overcast",M.C.G.,2012-08-18,-37.82,144.9834
14.8,19.5,9.1,0.0,24.4,0.0,63.6,Partially cloudy,Subiaco,2013-06-03,-31.9444,115.8308
22.1,27.9,18.7,0.0,20.1,25.2,69.0,Partially cloudy,Jiangwan Stadium,2019-06-02,31.2814,121.5147
13.8,17.4,7.7,0.0,26.3,58.7,73.5,Partially cloudy,Docklands,2020-06-19,-37.8165,144.9475
14.1,19.5,10.4,0.0,0.5,23.8,78.3,Partially cloudy,Kardinia Park,2024-04-14,-38.1581,144.3547
12.3,14.7,10.3,0.0,14.6,28.4,72.9,Partially cloudy,Docklands,2018-05-19,-37.8165,144.9475
17.1,19.8,14.1,0.0,11.3,31.3,72.1,Partially cloudy,M.C.G.,2016-03-26,-37.82,144.9834
13.6,17.3,9.4,0.025,26.6,50.0,71.3,"Rain, Partially cloudy",Sydney Showground,2017-06-03,-33.8447,151.0697
11.9,14.0,10.6,1.996,22.4,31.3,84.2,"Rain, Partially cloudy",M.C.G.,2014-07-26,-37.82,144.9834
14.0,18.2,8.0,0.51,29.9,48.2,64.3,"Rain, Partially cloudy",M.C.G.,2014-04-26,-37.82,144.9834
11.6,13.6,8.7,6.53,25.7,0.0,87.0,"Rain, Partially cloudy",Docklands,2013-07-13,-37.8165,144.9475
9.7,15.1,5.2,0.0,11.7,19.8,85.3,Partially cloudy,Adelaide Oval,2020-07-26,-34.9156,138.5961
13.4,16.6,10.4,0.0,24.5,45.4,63.3,Partially cloudy,Docklands,2023-05-05,-37.8165,144.9475
12.0,14.2,9.9,0.0,26.7,47.2,56.3,Partially cloudy,Adelaide Oval,2022-07-30,-34.9156,138.5961
11.4,19.8,3.2,0.0,25.0,0.0,55.9,Clear,Sydney Showground,2012-08-04,-33.8447,151.0697
21.1,24.7,12.1,1.034,24.6,73.8,56.7,"Rain, Partially cloudy",M.C.G.,2018-03-25,-37.82,144.9834
10.5,12.8,7.6,7.612,13.3,51.8,91.1,"Rain, Partially cloudy",Sydney Showground,2024-06-22,-33.8447,151.0697
8.1,10.6,5.0,0.002,28.0,66.6,71.9,"Rain, Partially cloudy",M.C.G.,2016-07-24,-37.82,144.9834
19.2,29.6,11.6,0.0,21.5,27.0,65.3,Partially cloudy,Docklands,2024-03-29,-37.8165,144.9475
21.7,29.0,12.4,0.0,36.4,51.1,62.6,Clear,Carrara,2016-07-23,-28.0067,153.3667
9.6,13.1,6.5,0.137,22.1,0.0,88.7,"Rain, Partially cloudy",Docklands,2012-08-12,-37.8165,144.9475
13.6,15.1,11.3,0.556,37.7,42.8,84.8,"Rain, Partially cloudy",S.C.G.,2018-09-08,-33.8917,151.2247
15.1,17.7,12.5,3.648,22.8,52.6,58.5,"Rain, Partially cloudy",Docklands,2024-05-31,-37.8165,144.9475
10.2,14.1,5.7,0.0,11.2,22.0,67.1,Partially cloudy,M.C.G.,2023-06-02,-37.82,144.9834
13.1,17.7,9.6,0.668,46.9,64.1,62.2,"Rain, Partially cloudy",Bellerive Oval,2018-04-14,-42.8775,147.3764
7.8,13.8,2.1,0.0,18.1,27.4,70.0,Partially cloudy,M.C.G.,2025-09-05,-37.82,144.9834
19.3,25.0,13.3,0.0,44.0,59.4,52.8,Partially cloudy,M.C.G.,2013-04-27,-37.82,144.9834
10.4,13.7,7.4,0.694,21.7,47.5,67.0,"Rain, Partially cloudy",Docklands,2017-07-09,-37.8165,144.9475
8.0,12.5,5.1,2.02,17.1,59.4,75.6,"Rain, Partially cloudy",M.C.G.,2019-08-10,-37.82,144.9834
8.3,15.7,3.1,0.111,14.8,32.0,71.3,Rain,Adelaide Oval,2016-07-16,-34.9156,138.5961
11.0,14.7,8.3,7.807,38.9,60.1,82.0,"Rain, Partially cloudy",Adelaide Oval,2017-07-07,-34.9156,138.5961
22.8,27.6,18.1,0.0,18.6,31.3,63.7,Partially cloudy,Adelaide Oval,2022-03-20,-34.9156,138.5961
18.5,22.5,14.5,0.0,13.1,44.6,57.2,Partially cloudy,Gabba,2023-09-23,-27.4858,153.0381
20.5,24.0,15.8,0.019,23.0,49.0,46.2,"Rain, Partially cloudy",Docklands,2025-04-20,-37.8165,144.9475
13.7,16.7,11.3,2.703,22.6,37.8,80.1,"Rain, Partially cloudy",Docklands,2024-04-18,-37.8165,144.9475
15.4,21.1,9.8,0.0,11.4,24.1,71.0,Partially cloudy,M.C.G.,2018-04-07,-37.82,144.9834
20.0,26.3,13.5,0.0,26.0,54.0,53.7,Partially cloudy,M.C.G.,2016-04-01,-37.82,144.9834
15.2,17.0,13.1,4.489,29.5,46.4,81.0,"Rain, Partially cloudy",Wellington,2013-04-25,-41.2728,174.7842
15.6,21.7,10.6,0.0,11.3,24.8,68.3,Partially cloudy,M.C.G.,2016-04-09,-37.82,144.9834
13.2,17.3,9.0,1.654,20.6,63.4,66.4,"Rain, Partially cloudy",Docklands,2021-04-10,-37.8165,144.9475
11.3,19.7,5.9,0.0,14.8,27.7,76.2,Clear,Sydney Showground,2025-07-12,-33.8447,151.0697
20.2,29.4,14.2,0.0,13.4,27.4,63.1,Partially cloudy,Perth Stadium,2021-04-24,-31.9512,115.8891
12.3,15.3,9.7,10.757,21.1,0.0,87.6,"Rain, Partially cloudy",Sydney Showground,2012-06-16,-33.8447,151.0697
9.1,16.4,4.1,0.0,14.2,0.0,68.5,Clear,Subiaco,2013-07-07,-31.9444,115.8308
16.8,19.4,13.2,0.265,27.3,53.6,75.7,"Rain, Partially cloudy",Adelaide Oval,2022-05-14,-34.9156,138.5961
19.1,22.0,16.6,0.004,16.9,51.5,72.8,"Rain, Partially cloudy",M.C.G.,2024-03-14,-37.82,144.9834
22.7,26.1,20.8,0.69,29.0,43.9,69.7,"Rain, Partially cloudy",S.C.G.,2025-03-07,-33.8917,151.2247
12.8,15.6,10.0,0.0,28.0,68.8,60.2,Partially cloudy,M.C.G.,2019-07-21,-37.82,144.9834
14.9,19.8,11.1,0.226,14.3,33.8,75.0,"Rain, Partially cloudy",Docklands,2021-05-09,-37.8165,144.9475
17.3,20.9,15.5,0.596,33.0,46.1,84.5,"Rain, Partially cloudy",GMHBA Stadium,2014-04-12,-38.1581,144.3547
8.3,11.5,6.7,4.314,26.1,71.6,75.5,"Rain, Partially cloudy",Docklands,2018-08-19,-37.8165,144.9475
11.6,15.1,9.6,0.272,16.5,31.3,79.7,"Rain, Partially cloudy",M.C.G.,2019-07-27,-37.82,144.9834
17.7,24.9,11.1,0.2,27.7,0.0,62.0,Rain,Football Park,2013-08-31,-34.88,138.4964
18.8,25.8,10.8,0.0,19.4,29.9,62.6,Clear,Perth Stadium,2024-04-14,-31.9512,115.8891
15.0,20.0,11.3,0.0,24.1,41.8,58.6,Partially cloudy,Adelaide Oval,2017-04-02,-34.9156,138.5961
8.6,11.3,5.9,4.351,25.5,45.0,85.4,"Rain, Partially cloudy",M.C.G.,2024-07-14,-37.82,144.9834
18.0,22.0,15.1,0.4,7.6,27.4,81.3,"Rain, Overcast",Gabba,2021-06-24,-27.4858,153.0381
12.1,14.5,9.1,1.118,26.2,68.4,66.8,"Rain, Partially cloudy",Marvel Stadium,2019-05-26,-37.8165,144.9475
14.3,18.0,11.0,0.0,40.4,55.8,55.2,Partially cloudy,Gabba,2020-08-10,-27.4858,153.0381
16.9,24.8,10.0,0.038,23.7,36.0,72.0,Rain,S.C.G.,2018-07-05,-33.8917,151.2247
16.5,21.7,12.0,0.0,22.5,0.0,72.9,Partially cloudy,Subiaco,2012-05-13,-31.9444,115.8308
14.8,18.3,10.3,12.557,39.9,59.4,75.2,"Rain, Partially cloudy",Subiaco,2016-05-07,-31.9444,115.8308
11.9,16.0,8.8,11.28,27.4,58.7,84.6,"Rain, Partially cloudy",Subiaco,2016-07-10,-31.9444,115.8308
20.8,24.1,17.8,0.0,13.0,22.7,78.7,Partially cloudy,Cazaly's Stadium,2016-07-16,-16.9203,145.7531
15.2,18.2,10.6,4.841,45.5,67.3,43.2,Rain,S.C.G.,2016-07-23,-33.8917,151.2247
12.7,18.7,7.9,3.797,34.2,70.9,60.8,"Rain, Partially cloudy",Marvel Stadium,2019-08-18,-37.8165,144.9475
8.1,14.8,1.6,0.017,8.8,17.6,80.3,"Rain, Partially cloudy",Docklands,2024-08-04,-37.8165,144.9475
22.8,30.3,17.3,0.0,18.0,32.4,64.3,Partially cloudy,Kardinia Park,2025-03-15,-38.1581,144.3547
9.7,12.2,7.5,0.76,22.3,0.0,69.1,"Rain, Overcast",M.C.G.,2012-08-19,-37.82,144.9834
11.6,14.8,8.6,0.444,12.9,35.6,71.9,"Rain, Partially cloudy",M.C.G.,2023-05-20,-37.82,144.9834
16.6,17.7,14.6,0.218,16.7,35.6,72.0,"Rain, Overcast",Sydney Showground,2023-06-04,-33.8447,151.0697
15.8,18.9,11.9,0.0,20.6,44.3,67.7,Partially cloudy,M.C.G.,2023-03-25,-37.82,144.9834
11.4,13.4,9.7,1.842,13.9,37.4,85.4,"Rain, Partially cloudy",Docklands,2025-07-27,-37.8165,144.9475
15.0,17.1,13.1,0.0,12.8,28.4,66.1,Overcast,M.C.G.,2019-05-12,-37.82,144.9834
9.3,12.6,6.8,0.627,13.9,24.1,84.7,"Rain, Partially cloudy",Docklands,2023-08-13,-37.8165,144.9475
21.1,29.4,13.0,0.0,16.7,28.1,66.1,Partially cloudy,Subiaco,2016-04-02,-31.9444,115.8308
20.3,29.2,11.9,0.048,16.6,27.7,48.9,Rain,Adelaide Oval,2018-04-07,-34.9156,138.5961
11.2,14.6,8.0,0.0,29.2,0.0,75.6,Partially cloudy,Docklands,2012-06-24,-37.8165,144.9475
12.9,15.2,10.2,5.509,24.6,53.6,68.7,"Rain, Partially cloudy",Perth Stadium,2021-06-27,-31.9512,115.8891
15.4,20.8,10.7,0.006,24.0,38.9,74.7,Rain,Adelaide Oval,2024-04-06,-34.9156,138.5961
9.6,12.9,6.5,0.036,23.8,60.1,65.8,"Rain, Overcast",Docklands,2025-07-25,-37.8165,144.9475
11.7,16.2,6.3,0.004,17.8,43.6,79.3,"Rain, Partially cloudy",Perth Stadium,2023-08-12,-31.9512,115.8891
11.5,13.5,10.0,0.659,13.1,37.4,84.8,"Rain, Partially cloudy",M.C.G.,2025-07-27,-37.82,144.9834
19.7,23.3,16.1,0.033,20.4,32.8,75.1,"Rain, Partially cloudy",S.C.G.,2016-04-09,-33.8917,151.2247
17.5,25.8,13.2,1.531,37.8,68.4,67.9,"Rain, Partially cloudy",Adelaide Oval,2020-09-20,-34.9156,138.5961
23.6,27.1,20.0,0.001,20.7,38.9,80.4,"Rain, Partially cloudy",Gabba,2024-03-28,-27.4858,153.0381
13.5,16.7,9.0,16.19,35.4,59.8,79.5,"Rain, Partially cloudy",Subiaco,2015-09-12,-31.9444,115.8308
9.8,14.6,5.5,0.571,12.9,19.1,67.0,"Rain, Partially cloudy",M.C.G.,2025-07-20,-37.82,144.9834
19.4,26.0,10.1,0.0,25.9,0.0,46.6,Partially cloudy,Football Park,2013-04-06,-34.88,138.4964
8.7,13.3,4.3,0.0,22.3,32.8,82.2,Partially cloudy,GMHBA Stadium,2018-07-21,-38.1581,144.3547
16.1,23.3,10.3,0.0,25.9,36.7,74.2,Partially cloudy,Docklands,2015-04-11,-37.8165,144.9475
10.8,14.7,7.3,8.13,26.6,51.8,65.6,"Rain, Partially cloudy",Adelaide Oval,2014-05-03,-34.9156,138.5961
13.1,15.8,11.6,0.575,13.0,29.9,74.5,"Rain, Partially cloudy",M.C.G.,2022-05-08,-37.82,144.9834
16.7,24.0,9.0,0.0,19.8,30.2,75.4,Partially cloudy,Docklands,2024-03-30,-37.8165,144.9475
10.4,13.0,8.5,0.007,12.0,24.1,86.7,"Rain, Overcast",Docklands,2023-08-06,-37.8165,144.9475
16.7,25.1,9.6,0.0,11.6,28.8,63.5,Clear,Gabba,2020-08-06,-27.4858,153.0381
11.1,13.7,9.4,5.723,21.4,36.4,88.6,"Rain, Partially cloudy",Adelaide Oval,2022-08-13,-34.9156,138.5961
16.4,21.2,13.9,7.696,48.2,83.9,71.4,"Rain, Partially cloudy",Adelaide Oval,2018-04-13,-34.9156,138.5961
10.2,14.2,6.4,0.0,11.7,20.9,77.7,Partially cloudy,Docklands,2025-06-28,-37.8165,144.9475
14.4,17.9,12.1,0.001,30.4,48.6,79.4,"Rain, Partially cloudy",GMHBA Stadium,2017-05-25,-38.1581,144.3547
11.6,14.6,6.9,0.0,14.4,35.6,75.0,Partially cloudy,Docklands,2025-08-23,-37.8165,144.9475
8.7,12.8,6.1,16.825,45.8,60.5,83.3,"Rain, Partially cloudy",Eureka Stadium,2021-07-31,-37.5622,143.8503
13.3,15.6,10.1,0.0,21.8,45.0,66.7,Partially cloudy,M.C.G.,2015-05-08,-37.82,144.9834
25.2,31.8,19.5,0.0,20.8,37.1,31.9,Clear,Adelaide Oval,2025-04-13,-34.9156,138.5961
9.0,15.4,3.3,0.018,15.1,25.2,84.8,"Rain, Partially cloudy",M.C.G.,2014-09-05,-37.82,144.9834
18.7,25.7,13.0,14.956,18.4,56.9,75.7,"Rain, Partially cloudy",M.C.G.,2025-03-16,-37.82,144.9834
11.9,17.4,7.9,2.243,19.4,28.8,79.0,"Rain, Partially cloudy",Perth Stadium,2024-07-14,-31.9512,115.8891
17.8,23.5,12.6,0.003,20.5,46.8,61.5,"Rain, Partially cloudy",Gabba,2020-09-12,-27.4858,153.0381
21.3,26.8,16.9,0.0,10.0,26.3,65.7,Partially cloudy,S.C.G.,2021-03-27,-33.8917,151.2247
13.3,17.1,9.6,2.85,13.9,26.6,70.1,"Rain, Partially cloudy",Docklands,2017-03-31,-37.8165,144.9475
10.4,16.1,6.5,0.004,7.5,22.0,90.7,"Rain, Partially cloudy",M.C.G.,2024-05-04,-37.82,144.9834
10.8,14.7,8.4,0.306,19.0,0.0,82.3,"Rain, Partially cloudy",Docklands,2012-07-20,-37.8165,144.9475
11.5,15.6,7.9,0.0,15.7,30.6,79.1,Partially cloudy,Docklands,2015-08-23,-37.8165,144.9475
7.2,12.3,3.8,2.982,42.4,59.8,89.1,"Rain, Partially cloudy",Kardinia Park,2019-08-10,-38.1581,144.3547
11.3,14.1,9.5,0.885,16.9,54.7,73.0,"Rain, Partially cloudy",M.C.G.,2025-06-07,-37.82,144.9834
11.2,15.0,8.2,0.402,11.3,27.0,67.9,"Rain, Partially cloudy",M.C.G.,2018-09-07,-37.82,144.9834
11.9,15.5,10.7,7.195,17.2,40.3,86.2,"Rain, Partially cloudy",Docklands,2023-05-28,-37.8165,144.9475
8.4,11.0,4.8,0.164,34.5,42.8,75.5,"Rain, Partially cloudy",Bellerive Oval,2021-06-26,-42.8775,147.3764
12.8,15.1,11.1,0.0,12.9,24.1,68.2,Overcast,M.C.G.,2023-08-26,-37.82,144.9834
10.9,14.3,9.0,0.125,21.1,44.3,62.9,"Rain, Partially cloudy",Docklands,2015-07-05,-37.8165,144.9475
12.0,18.9,6.4,0.0,8.6,14.8,79.9,Clear,Docklands,2025-05-10,-37.8165,144.9475
13.8,23.0,6.7,0.0,17.5,0.0,69.6,Clear,Sydney Showground,2013-08-25,-33.8447,151.0697
20.3,24.7,16.2,10.651,28.7,42.8,73.0,"Rain, Partially cloudy",Carrara,2017-04-22,-28.0067,153.3667
9.3,15.5,3.6,0.2,13.2,0.0,84.1,"Rain, Partially cloudy",M.C.G.,2013-05-24,-37.82,144.9834
14.6,23.9,5.8,0.003,24.1,0.0,68.3,"Rain, Partially cloudy",UNSW Canberra Oval,2013-04-13,-35.3178,149.1347
15.2,18.7,12.2,17.802,13.2,40.7,89.0,"Rain, Partially cloudy",Perth Stadium,2023-06-10,-31.9512,115.8891
18.5,27.5,12.5,0.0,20.1,36.4,63.6,Partially cloudy,Docklands,2018-04-01,-37.8165,144.9475
10.6,15.3,5.8,2.987,33.5,66.2,75.3,"Rain, Partially cloudy",M.C.G.,2015-09-06,-37.82,144.9834
13.1,16.7,8.3,4.636,33.3,51.8,81.2,"Rain, Partially cloudy",Perth Stadium,2019-07-20,-31.9512,115.8891
14.5,19.0,9.6,0.001,20.5,44.6,69.5,"Rain, Partially cloudy",M.C.G.,2025-08-22,-37.82,144.9834
6.7,10.6,1.7,0.594,24.8,56.5,82.5,"Rain, Partially cloudy",York Park,2022-08-21,-41.4281,147.1383
22.9,26.5,19.1,0.76,16.8,21.2,80.8,"Rain, Partially cloudy",Carrara,2025-04-05,-28.0067,153.3667
7.1,11.4,2.9,0.0,16.8,0.0,84.9,Partially cloudy,M.C.G.,2012-07-06,-37.82,144.9834
11.2,14.8,8.1,0.0,28.4,0.0,74.0,Partially cloudy,GMHBA Stadium,2013-07-27,-38.1581,144.3547
8.0,11.6,4.1,0.0,12.9,19.4,80.3,Partially cloudy,Kardinia Park,2024-07-06,-38.1581,144.3547
17.8,22.5,14.2,0.0,18.6,40.3,61.8,Partially cloudy,Docklands,2016-04-10,-37.8165,144.9475
15.7,19.2,12.1,2.32,20.0,61.6,86.4,"Rain, Partially cloudy",Perth Stadium,2021-08-08,-31.9512,115.8891
20.5,27.1,13.4,0.137,30.5,60.1,57.5,"Rain, Partially cloudy",Adelaide Oval,2025-03-16,-34.9156,138.5961
15.4,23.9,9.1,0.0,22.5,35.3,34.2,Clear,Perth Stadium,2019-06-02,-31.9512,115.8891
13.0,16.6,10.6,2.116,24.6,59.8,71.1,"Rain, Partially cloudy",M.C.G.,2016-07-31,-37.82,144.9834
9.2,14.6,4.0,0.0,12.8,19.4,75.3,Clear,M.C.G.,2018-08-25,-37.82,144.9834
12.0,16.6,8.0,0.0,13.5,19.8,84.8,Partially cloudy,Adelaide Oval,2024-05-12,-34.9156,138.5961
17.8,20.5,16.1,0.0,32.7,48.2,60.8,Partially cloudy,Docklands,2014-05-18,-37.8165,144.9475
20.5,27.4,17.1,0.116,52.2,68.4,56.8,"Rain, Partially cloudy",Docklands,2012-03-31,-37.8165,144.9475
12.8,14.8,9.6,1.297,23.0,34.9,72.0,"Rain, Partially cloudy",M.C.G.,2014-08-24,-37.82,144.9834
20.3,23.9,16.2,0.029,33.9,0.0,49.2,"Rain, Partially cloudy",M.C.G.,2013-04-13,-37.82,144.9834
18.1,23.4,13.6,0.0,29.8,38.2,57.2,Partially cloudy,Subiaco,2017-08-27,-31.9444,115.8308
15.4,17.4,13.3,3.857,27.6,46.4,78.1,"Rain, Partially cloudy",Adelaide Oval,2023-04-08,-34.9156,138.5961
12.3,19.5,7.3,0.0,9.4,23.8,70.5,Clear,Gabba,2022-07-10,-27.4858,153.0381
11.3,16.2,8.1,0.0,27.8,0.0,71.7,Partially cloudy,M.C.G.,2013-08-10,-37.82,144.9834
15.0,22.6,7.8,0.0,14.5,0.0,69.6,Clear,Carrara,2013-08-10,-28.0067,153.3667
10.0,12.9,6.6,0.382,24.5,49.3,67.0,"Rain, Partially cloudy",Docklands,2016-08-20,-37.8165,144.9475
12.8,16.1,9.6,0.584,27.7,45.0,72.7,"Rain, Partially cloudy",Adelaide Oval,2016-05-28,-34.9156,138.5961
18.3,22.1,15.5,0.049,20.1,48.2,63.4,"Rain, Partially cloudy",Docklands,2020-03-20,-37.8165,144.9475
14.6,20.1,9.0,0.033,36.1,51.1,75.9,Rain,S.C.G.,2019-06-29,-33.8917,151.2247
11.8,14.8,8.1,0.011,14.5,37.1,76.2,"Rain, Partially cloudy",M.C.G.,2021-08-07,-37.82,144.9834
8.5,11.2,5.1,0.242,28.1,0.0,75.8,"Rain, Partially cloudy",Docklands,2012-06-30,-37.8165,144.9475
15.0,20.0,10.5,0.0,20.4,42.8,52.1,Clear,Sydney Showground,2022-08-06,-33.8447,151.0697
12.5,19.2,6.9,0.002,14.9,0.0,71.3,"Rain, Partially cloudy",Stadium Australia,2012-06-30,-33.8475,151.0633
22.7,26.6,20.2,0.93,20.3,30.2,76.9,"Rain, Partially cloudy",Carrara,2022-03-26,-28.0067,153.3667
10.6,16.0,5.5,0.0,25.6,40.7,69.6,Partially cloudy,M.C.G.,2014-04-27,-37.82,144.9834
16.7,20.0,14.8,12.512,27.2,0.0,81.7,"Rain, Partially cloudy",Carrara,2013-06-29,-28.0067,153.3667
11.8,14.4,9.0,1.141,21.9,32.4,80.7,"Rain, Partially cloudy",Adelaide Oval,2020-09-13,-34.9156,138.5961
13.7,16.3,11.7,1.509,25.3,59.0,77.1,"Rain, Overcast",Perth Stadium,2022-09-03,-31.9512,115.8891
12.9,14.2,12.0,4.244,9.7,31.7,95.1,"Rain, Overcast",Docklands,2014-06-01,-37.8165,144.9475
22.3,24.7,20.5,0.569,18.4,27.7,82.7,"Rain, Partially cloudy",Cazaly's Stadium,2021-06-12,-16.9203,145.7531
12.0,17.5,7.4,0.39,23.8,28.1,87.6,"Rain, Partially cloudy",Sydney Showground,2016-07-09,-33.8447,151.0697
22.8,29.2,16.5,0.0,32.2,61.6,63.3,Partially cloudy,Marvel Stadium,2019-03-24,-37.8165,144.9475
11.2,14.9,6.5,3.217,20.2,35.6,85.8,"Rain, Partially cloudy",Adelaide Oval,2023-05-19,-34.9156,138.5961
18.0,26.2,10.6,0.0,16.4,34.2,52.9,Partially cloudy,Perth Stadium,2024-05-24,-31.9512,115.8891
15.5,17.4,14.4,0.123,29.4,44.3,66.5,"Rain, Partially cloudy",Adelaide Oval,2022-04-30,-34.9156,138.5961
14.8,20.0,9.7,0.702,19.9,25.2,73.4,"Rain, Partially cloudy",Subiaco,2014-09-13,-31.9444,115.8308
23.0,29.0,18.5,0.151,16.9,34.6,69.3,"Rain, Partially cloudy",Perth Stadium,2021-04-03,-31.9512,115.8891
26.5,32.7,22.1,0.0,22.7,32.0,60.9,Partially cloudy,Marrara Oval,2022-05-28,-12.4083,130.8736
10.8,14.3,7.8,0.631,38.6,0.0,68.0,"Rain, Partially cloudy",Docklands,2013-08-17,-37.8165,144.9475
14.6,17.8,12.1,0.151,19.5,41.4,82.8,"Rain, Partially cloudy",S.C.G.,2023-06-08,-33.8917,151.2247
14.2,20.9,8.2,0.0,19.0,0.0,67.1,Clear,Carrara,2012-05-26,-28.0067,153.3667
16.8,18.8,15.4,6.47,16.1,28.8,91.9,"Rain, Overcast",Docklands,2025-04-26,-37.8165,144.9475
16.1,22.7,9.9,0.0,22.6,47.2,61.5,Clear,Adelaide Oval,2024-03-22,-34.9156,138.5961
15.1,19.3,12.1,0.195,29.8,38.2,74.9,"Rain, Partially cloudy",Stadium Australia,2015-05-16,-33.8475,151.0633
14.9,20.6,9.5,0.017,13.1,24.5,69.3,"Rain, Partially cloudy",Docklands,2018-05-06,-37.8165,144.9475
12.0,14.1,9.0,0.449,9.3,27.0,82.9,"Rain, Partially cloudy",M.C.G.,2024-06-09,-37.82,144.9834
22.5,27.0,20.5,7.6,23.8,23.0,82.2,"Rain, Partially cloudy",Sydney Showground,2026-03-21,-33.8447,151.0697
19.1,28.7,11.3,0.0,27.4,0.0,47.5,Partially cloudy,Subiaco,2012-09-09,-31.9444,115.8308
11.0,12.0,9.1,1.715,29.0,84.6,75.2,"Rain, Overcast",M.C.G.,2024-07-20,-37.82,144.9834
9.5,12.3,6.1,1.095,22.5,51.8,78.6,"Rain, Partially cloudy",Docklands,2024-07-27,-37.8165,144.9475
8.7,11.5,5.5,4.952,47.7,61.2,77.5,"Rain, Partially cloudy",M.C.G.,2013-08-03,-37.82,144.9834
11.2,18.9,5.1,0.0,8.3,16.2,76.4,Clear,Docklands,2024-08-11,-37.8165,144.9475
10.9,18.1,5.9,0.006,17.9,28.8,60.3,Rain,Adelaide Oval,2017-06-22,-34.9156,138.5961
19.9,24.8,15.3,0.198,5.5,21.6,78.7,"Rain, Partially cloudy",Gabba,2023-04-29,-27.4858,153.0381
11.4,14.8,7.8,0.095,17.2,53.6,81.0,"Rain, Overcast",M.C.G.,2022-08-14,-37.82,144.9834
15.6,19.3,13.0,3.271,25.4,29.9,76.7,"Rain, Partially cloudy",S.C.G.,2014-06-14,-33.8917,151.2247
8.3,14.2,2.5,0.601,25.9,0.0,86.3,"Rain, Partially cloudy",M.C.G.,2012-06-02,-37.82,144.9834
10.4,15.0,4.1,0.094,15.6,25.9,78.9,"Rain, Partially cloudy",Perth Stadium,2020-07-19,-31.9512,115.8891
7.9,15.7,1.0,1.022,36.7,58.7,66.1,"Rain, Partially cloudy",UNSW Canberra Oval,2018-08-11,-35.3178,149.1347
13.4,15.7,10.2,0.06,52.8,72.4,39.8,Rain,S.C.G.,2019-07-13,-33.8917,151.2247
20.7,27.5,15.6,0.0,14.9,32.4,64.2,Partially cloudy,M.C.G.,2024-03-15,-37.82,144.9834
13.6,17.4,9.9,0.037,11.2,24.1,82.0,"Rain, Partially cloudy",Sydney Showground,2023-08-05,-33.8447,151.0697
17.7,23.7,13.6,0.0,21.8,26.6,75.9,Partially cloudy,M.C.G.,2014-04-05,-37.82,144.9834
15.2,19.0,9.1,0.387,38.2,0.0,67.3,"Rain, Partially cloudy",Football Park,2013-07-28,-34.88,138.4964
15.3,22.2,12.2,0.001,9.5,17.3,86.1,"Rain, Partially cloudy",M.C.G.,2018-04-21,-37.82,144.9834
11.5,14.6,7.4,0.063,16.6,0.0,90.5,"Rain, Partially cloudy",Football Park,2012-07-21,-34.88,138.4964
9.7,14.6,4.0,0.004,29.5,46.8,67.7,Rain,M.C.G.,2019-08-23,-37.82,144.9834
9.4,15.2,4.3,0.0,11.7,23.4,80.1,Partially cloudy,Docklands,2015-05-24,-37.8165,144.9475
18.8,21.8,16.9,6.452,9.4,33.1,85.3,"Rain, Partially cloudy",Gabba,2021-05-01,-27.4858,153.0381
12.1,15.1,8.7,0.0,11.3,24.1,77.7,Partially cloudy,M.C.G.,2017-05-13,-37.82,144.9834
21.0,25.2,15.8,0.0,19.9,29.9,72.4,Partially cloudy,Gabba,2016-04-16,-27.4858,153.0381
14.3,19.7,9.2,0.0,14.8,23.4,68.4,Partially cloudy,Adelaide Oval,2016-04-08,-34.9156,138.5961
