temp_c,temp_max_c,temp_min_c,rain_mm,wind_kmh,wind_gust_kmh,humidity,conditions,venue,date_str,lat,lon
7.9,11.8,3.5,0.0,27.7,52.6,67.1,Partially cloudy,M.C.G.,2017-07-16,-37.82,144.9834
14.6,17.3,12.6,0.0,13.0,32.4,53.0,Partially cloudy,M.C.G.,2021-04-17,-37.82,144.9834
8.5,14.5,2.8,0.018,12.2,24.1,86.7,"Rain, Partially cloudy",M.C.G.,2014-06-09,-37.82,144.9834
18.2,21.7,15.3,0.0,21.7,40.3,51.5,Partially cloudy,Docklands,2016-04-02,-37.8165,144.9475
9.1,12.4,7.2,0.523,18.0,26.6,87.2,"Rain, Partially cloudy",Bellerive Oval,2021-06-19,-42.8775,147.3764
6.7,14.7,2.2,0.0,18.4,30.6,87.7,Clear,University of Tasmania Stadium,2018-06-02,-41.4281,147.1383
6.4,12.0,1.0,1.215,13.0,25.6,86.3,"Rain, Partially cloudy",York Park,2024-07-13,-41.4281,147.1383
5.8,13.6,-0.9,0.059,18.7,0.0,80.5,Rain,M.C.G.,2013-06-22,-37.82,144.9834
9.8,16.6,4.6,0.0,22.2,46.1,80.8,Partially cloudy,M.C.G.,2020-06-18,-37.82,144.9834
11.1,13.1,9.0,1.709,35.3,51.8,80.8,"Rain, Partially cloudy",Adelaide Oval,2019-07-14,-34.9156,138.5961
12.4,15.5,7.2,0.129,18.7,34.2,74.9,"Rain, Partially cloudy",Adelaide Oval,2022-07-23,-34.9156,138.5961
8.1,12.7,3.9,0.0,20.6,31.0,83.1,Partially cloudy,M.C.G.,2014-07-13,-37.82,144.9834
13.9,17.0,11.6,2.103,35.7,59.4,80.5,"Rain, Partially cloudy",Stadium Australia,2014-08-30,-33.8475,151.0633
12.4,15.1,8.6,0.0,22.1,0.0,77.3,Partially cloudy,M.C.G.,2013-05-26,-37.82,144.9834
16.4,20.0,11.9,0.0,15.7,34.6,61.3,Partially cloudy,Marvel Stadium,2019-05-03,-37.8165,144.9475
19.0,23.4,15.7,0.161,24.5,33.8,75.6,"Rain, Partially cloudy",Carrara,2017-05-06,-28.0067,153.3667
17.6,21.7,12.6,0.006,41.2,63.0,61.9,"Rain, Partially cloudy",Stadium Australia,2016-09-10,-33.8475,151.0633
13.0,15.1,11.0,0.092,16.9,47.5,71.2,"Rain, Partially cloudy",M.C.G.,2022-09-10,-37.82,144.9834
12.0,15.1,6.8,0.048,26.7,37.4,84.1,"Rain, Partially cloudy",Docklands,2014-06-21,-37.8165,144.9475
16.0,21.5,9.0,0.11,31.3,0.0,73.6,"Rain, Partially cloudy",Subiaco,2013-09-21,-31.9444,115.8308
10.3,12.8,8.1,0.673,16.8,56.9,68.6,"Rain, Partially cloudy",Docklands,2016-06-11,-37.8165,144.9475
11.5,13.8,9.1,0.0,21.1,42.8,78.7,Overcast,Docklands,2015-05-22,-37.8165,144.9475
13.2,17.0,10.3,1.107,22.2,46.1,73.2,"Rain, Partially cloudy",Docklands,2017-08-12,-37.8165,144.9475
11.6,19.8,4.2,0.002,13.7,23.0,77.6,"Rain, Partially cloudy",Manuka Oval,2024-04-13,-35.3178,149.1347
11.3,14.2,9.1,0.196,28.3,0.0,89.0,"Rain, Partially cloudy",Docklands,2013-06-02,-37.8165,144.9475
19.5,26.0,11.0,0.0,18.4,23.0,66.6,Clear,Adelaide Oval,2026-03-22,-34.9156,138.5961
22.8,29.0,16.4,0.0,24.3,50.4,29.5,Clear,M.C.G.,2023-09-30,-37.82,144.9834
21.3,28.1,15.7,0.0,20.8,45.7,45.1,Clear,Perth Stadium,2024-03-24,-31.9512,115.8891
17.3,22.7,11.9,0.0,24.1,50.4,46.0,Overcast,M.C.G.,2025-05-04,-37.82,144.9834
13.8,19.0,9.8,11.641,31.9,85.7,62.7,"Rain, Partially cloudy",M.C.G.,2018-04-14,-37.82,144.9834
15.5,21.9,10.6,0.0,15.7,29.5,39.0,Partially cloudy,Adelaide Oval,2021-05-22,-34.9156,138.5961
18.0,23.7,11.9,0.0,15.4,32.0,59.3,Partially cloudy,Carrara,2021-05-15,-28.0067,153.3667
22.8,27.4,19.4,0.0,22.5,45.0,69.5,Partially cloudy,Carrara,2025-04-27,-28.0067,153.3667
11.3,14.3,9.1,0.176,28.1,0.0,88.8,"Rain, Partially cloudy",M.C.G.,2013-06-02,-37.82,144.9834
13.1,17.9,8.6,0.206,14.3,24.8,69.2,"Rain, Partially cloudy",Docklands,2016-08-14,-37.8165,144.9475
9.3,11.0,7.8,1.255,34.1,64.4,69.7,"Rain, Partially cloudy",Adelaide Oval,2020-08-22,-34.9156,138.5961
10.7,13.9,8.5,4.905,38.9,77.4,69.6,"Rain, Partially cloudy",Adelaide Oval,2017-08-18,-34.9156,138.5961
20.8,25.5,17.1,0.0,27.7,33.1,69.4,Partially cloudy,Carrara,2016-05-21,-28.0067,153.3667
12.5,16.5,8.9,1.481,28.9,63.4,69.0,"Rain, Partially cloudy",Docklands,2021-08-20,-37.8165,144.9475
11.7,15.6,8.7,0.0,10.3,26.6,80.2,Partially cloudy,Docklands,2023-08-27,-37.8165,144.9475
16.3,20.9,11.0,3.0,16.8,30.6,78.0,"Rain, Partially cloudy",Gabba,2025-09-13,-27.4858,153.0381
14.3,17.5,11.7,0.434,12.4,24.5,89.5,"Rain, Partially cloudy",Perth Stadium,2023-07-30,-31.9512,115.8891
9.4,13.7,4.6,0.083,15.1,20.9,80.5,"Rain, Partially cloudy",Adelaide Oval,2024-08-03,-34.9156,138.5961
13.6,17.7,10.1,1.041,35.3,63.4,52.7,"Rain, Partially cloudy",M.C.G.,2018-08-03,-37.82,144.9834
17.8,26.1,9.3,0.0,25.5,0.0,67.1,Partially cloudy,Docklands,2013-04-06,-37.8165,144.9475
19.0,25.0,14.6,0.204,15.3,20.5,79.4,"Rain, Partially cloudy",M.C.G.,2014-03-30,-37.82,144.9834
10.8,12.2,9.4,22.927,35.4,67.3,89.0,"Rain, Overcast",Adelaide Oval,2025-07-26,-34.9156,138.5961
13.7,18.6,10.8,0.0,18.3,42.8,55.7,Partially cloudy,M.C.G.,2016-08-28,-37.82,144.9834
16.5,25.0,7.4,0.0,18.9,31.0,63.7,Clear,Carrara,2020-08-28,-28.0067,153.3667
19.0,29.7,9.3,0.0,15.4,32.0,51.6,Clear,Marvel Stadium,2019-04-20,-37.8165,144.9475
11.2,15.3,8.1,6.984,20.9,59.8,70.5,"Rain, Partially cloudy",M.C.G.,2017-05-28,-37.82,144.9834
14.5,17.6,11.8,0.313,18.2,41.4,64.2,"Rain, Partially cloudy",Docklands,2017-04-02,-37.8165,144.9475
14.2,19.0,11.5,0.126,20.5,40.3,62.8,"Rain, Partially cloudy",Adelaide Oval,2024-05-02,-34.9156,138.5961
9.4,12.9,5.2,0.067,14.8,34.9,79.6,"Rain, Partially cloudy",Adelaide Oval,2020-08-09,-34.9156,138.5961
16.9,18.8,15.7,10.422,36.2,38.5,89.9,"Rain, Partially cloudy",Carrara,2015-06-13,-28.0067,153.3667
7.3,15.1,-1.1,0.308,23.4,34.6,81.2,"Rain, Partially cloudy",Manuka Oval,2023-05-06,-35.3178,149.1347
20.6,27.6,14.9,0.0,14.0,31.3,56.0,Partially cloudy,Docklands,2022-04-16,-37.8165,144.9475
7.8,12.8,2.2,0.001,27.7,52.6,70.7,"Rain, Partially cloudy",M.C.G.,2022-07-30,-37.82,144.9834
14.8,21.6,7.1,0.0,13.0,31.0,51.0,Clear,Gabba,2023-07-08,-27.4858,153.0381
19.1,26.7,13.0,0.0,35.2,0.0,55.7,Partially cloudy,M.C.G.,2012-04-15,-37.82,144.9834
18.0,23.8,14.7,0.0,29.5,34.2,54.9,Partially cloudy,Adelaide Oval,2014-05-15,-34.9156,138.5961
9.6,13.8,7.0,0.0,24.1,40.0,81.8,Partially cloudy,Kardinia Park,2022-07-07,-38.1581,144.3547
16.5,23.1,9.8,0.0,27.9,0.0,34.3,Clear,S.C.G.,2013-08-18,-33.8917,151.2247
25.6,34.3,18.1,0.0,13.1,41.0,57.2,Partially cloudy,M.C.G.,2025-03-15,-37.82,144.9834
10.5,13.1,8.2,3.943,30.2,73.4,66.3,"Rain, Partially cloudy",M.C.G.,2023-06-25,-37.82,144.9834
15.4,22.9,8.0,0.0,20.2,0.0,76.4,Partially cloudy,M.C.G.,2013-04-05,-37.82,144.9834
16.2,24.8,7.4,0.003,16.2,27.0,64.9,Rain,Carrara,2023-06-25,-28.0067,153.3667
11.7,17.3,7.4,0.0,23.3,0.0,65.2,Clear,Sydney Showground,2013-06-16,-33.8447,151.0697
21.6,30.2,17.5,0.291,23.4,47.5,60.1,"Rain, Partially cloudy",Docklands,2025-04-18,-37.8165,144.9475
24.6,29.0,21.8,0.001,22.3,34.6,73.8,"Rain, Partially cloudy",Cazaly's Stadium,2020-09-20,-16.9203,145.7531
10.4,14.9,7.2,6.977,14.2,38.9,77.1,"Rain, Partially cloudy",Docklands,2021-08-01,-37.8165,144.9475
10.3,13.3,8.0,2.926,13.6,0.0,90.8,"Rain, Partially cloudy",Docklands,2012-07-13,-37.8165,144.9475
8.8,13.3,5.1,0.007,9.5,23.4,73.9,"Rain, Partially cloudy",M.C.G.,2016-06-12,-37.82,144.9834
15.1,21.4,9.6,0.0,12.6,24.1,71.4,Partially cloudy,Docklands,2018-04-07,-37.8165,144.9475
9.8,14.2,6.6,2.104,27.5,0.0,85.5,"Rain, Partially cloudy",Docklands,2012-07-28,-37.8165,144.9475
15.2,18.3,11.6,0.247,26.3,0.0,63.3,"Rain, Partially cloudy",Subiaco,2013-08-11,-31.9444,115.8308
19.5,24.3,16.6,7.137,21.1,33.5,86.0,"Rain, Overcast",M.C.G.,2014-03-27,-37.82,144.9834
20.8,24.1,17.1,0.59,18.7,46.8,52.6,"Rain, Partially cloudy",M.C.G.,2018-04-24,-37.82,144.9834
16.7,20.8,12.8,0.01,13.2,20.5,86.2,"Rain, Partially cloudy",Sydney Showground,2025-05-17,-33.8447,151.0697
7.3,8.8,6.0,2.4,17.6,31.7,99.1,"Rain, Overcast",Traeger Park,2023-07-02,-23.7,133.8667
14.8,24.3,7.3,0.0,15.8,28.1,51.1,Clear,Optus Stadium,2018-05-20,-31.9512,115.8891
11.5,13.8,9.9,0.505,31.7,55.8,71.6,"Rain, Partially cloudy",M.C.G.,2014-05-02,-37.82,144.9834
22.0,27.9,17.8,0.0,23.6,23.0,73.5,Partially cloudy,Carrara,2014-04-26,-28.0067,153.3667
22.2,24.4,20.0,1.277,29.4,61.6,78.9,"Rain, Partially cloudy",Subiaco,2015-04-10,-31.9444,115.8308
12.3,17.2,8.3,0.0,10.3,50.0,63.0,Partially cloudy,S.C.G.,2021-06-05,-33.8917,151.2247
15.3,19.2,12.6,0.0,22.0,41.4,52.5,Overcast,Perth Stadium,2025-06-29,-31.9512,115.8891
7.6,10.1,5.3,4.979,24.5,46.4,85.9,"Rain, Partially cloudy",M.C.G.,2014-07-12,-37.82,144.9834
21.7,26.0,18.4,0.202,18.9,50.8,66.2,"Rain, Partially cloudy",Perth Stadium,2023-03-26,-31.9512,115.8891
10.9,17.2,4.4,0.164,21.3,0.0,81.0,"Rain, Partially cloudy",M.C.G.,2013-06-30,-37.82,144.9834
10.8,12.3,9.4,0.368,13.6,39.6,86.4,"Rain, Partially cloudy",Docklands,2023-07-01,-37.8165,144.9475
13.5,16.1,10.5,4.397,19.4,42.1,89.2,"Rain, Partially cloudy",M.C.G.,2014-05-10,-37.82,144.9834
8.6,11.9,5.6,0.023,6.6,17.3,90.0,"Rain, Partially cloudy",Docklands,2020-06-27,-37.8165,144.9475
13.4,18.3,9.0,0.0,19.9,23.4,72.3,Partially cloudy,Adelaide Oval,2024-04-13,-34.9156,138.5961
12.4,14.5,11.1,7.382,45.0,81.4,81.7,"Rain, Partially cloudy",Adelaide Oval,2023-07-08,-34.9156,138.5961
10.1,13.0,7.3,0.371,25.9,0.0,84.1,"Rain, Partially cloudy",M.C.G.,2013-05-18,-37.82,144.9834
18.8,26.4,12.9,0.0,37.3,59.4,65.9,Partially cloudy,York Park,2025-03-29,-41.4281,147.1383
21.0,25.5,18.2,0.292,8.2,23.0,85.1,"Rain, Partially cloudy",S.C.G.,2021-04-08,-33.8917,151.2247
12.2,14.1,10.9,0.021,43.3,76.3,69.2,"Rain, Partially cloudy",Docklands,2014-06-27,-37.8165,144.9475
15.7,25.0,8.8,0.0,16.3,18.0,72.0,Clear,Gabba,2020-07-19,-27.4858,153.0381
8.9,12.9,6.7,1.845,46.2,59.4,69.4,"Rain, Partially cloudy",Docklands,2013-08-02,-37.8165,144.9475
19.8,23.8,16.1,0.0,27.0,29.5,77.5,Partially cloudy,S.C.G.,2018-04-20,-33.8917,151.2247
10.1,14.3,5.2,0.029,33.9,55.4,70.0,"Rain, Partially cloudy",Docklands,2012-05-12,-37.8165,144.9475
12.8,19.1,7.3,0.0,26.4,59.0,66.1,Partially cloudy,Sydney Showground,2023-05-21,-33.8447,151.0697
9.2,11.8,7.3,0.798,22.4,65.5,71.6,"Rain, Partially cloudy",Docklands,2018-07-20,-37.8165,144.9475
12.1,14.3,9.0,5.1,42.5,68.4,73.5,"Rain, Partially cloudy",Docklands,2026-03-27,-37.8165,144.9475
7.1,11.6,4.6,0.017,18.6,20.9,84.6,"Rain, Partially cloudy",Bellerive Oval,2019-07-07,-42.8775,147.3764
17.4,23.3,13.1,0.0,14.5,27.4,80.9,Partially cloudy,Gabba,2024-06-28,-27.4858,153.0381
18.3,23.5,11.7,0.0,19.1,31.7,64.0,Clear,Adelaide Oval,2022-03-26,-34.9156,138.5961
17.5,26.7,9.1,0.0,21.1,28.4,55.9,Clear,Subiaco,2017-04-29,-31.9444,115.8308
14.2,17.2,11.9,5.197,30.2,68.0,71.7,"Rain, Partially cloudy",Perth Stadium,2021-07-15,-31.9512,115.8891
18.3,22.6,12.7,0.0,22.8,36.0,73.0,Partially cloudy,Carrara,2020-09-08,-28.0067,153.3667
14.8,20.9,11.2,0.089,23.3,37.8,75.4,Rain,Adelaide Oval,2016-05-13,-34.9156,138.5961
21.9,29.0,17.0,0.0,33.5,0.0,31.3,Partially cloudy,Marrara Oval,2012-07-21,-12.4083,130.8736
14.6,19.0,12.7,0.011,14.8,29.2,62.2,"Rain, Partially cloudy",M.C.G.,2023-08-20,-37.82,144.9834
17.6,25.1,13.6,0.0,14.2,27.0,69.7,Clear,Gabba,2025-08-24,-27.4858,153.0381
18.8,27.5,11.1,0.0,21.2,0.0,72.2,Clear,Carrara,2013-05-04,-28.0067,153.3667
17.3,20.1,15.6,3.276,13.4,45.4,74.6,"Rain, Partially cloudy",M.C.G.,2021-03-25,-37.82,144.9834
19.2,23.3,15.9,0.019,20.0,42.1,77.4,"Rain, Partially cloudy",Gabba,2020-09-06,-27.4858,153.0381
9.6,13.0,6.0,0.087,16.7,52.2,82.1,"Rain, Partially cloudy",Docklands,2024-06-16,-37.8165,144.9475
12.9,21.1,6.2,0.001,16.6,24.5,76.9,"Rain, Partially cloudy",Sydney Showground,2015-06-07,-33.8447,151.0697
6.3,14.2,-0.1,0.045,17.9,0.0,78.7,"Rain, Partially cloudy",Docklands,2013-06-21,-37.8165,144.9475
12.0,14.9,9.7,0.381,17.2,37.4,65.7,"Rain, Partially cloudy",Docklands,2023-05-27,-37.8165,144.9475
14.8,19.8,11.9,6.323,18.9,32.4,90.8,"Rain, Partially cloudy",Adelaide Oval,2014-05-10,-34.9156,138.5961
14.6,20.7,6.9,0.0,16.0,29.2,58.7,Clear,Carrara,2024-07-14,-28.0067,153.3667
10.2,12.7,7.5,0.013,11.4,31.0,91.2,"Rain, Overcast",Docklands,2016-06-19,-37.8165,144.9475
12.6,17.8,9.0,0.015,20.3,22.0,78.4,"Rain, Partially cloudy",Sydney Showground,2020-07-18,-33.8447,151.0697
22.3,27.9,18.6,0.0,26.6,45.4,66.9,Partially cloudy,Perth Stadium,2019-04-13,-31.9512,115.8891
8.5,14.5,3.0,0.0,29.5,45.0,60.5,Clear,University of Tasmania Stadium,2015-04-19,-41.4281,147.1383
8.8,13.6,4.9,0.086,16.8,0.0,70.4,"Rain, Partially cloudy",M.C.G.,2012-09-01,-37.82,144.9834
16.3,23.2,10.2,0.0,24.8,30.2,80.7,Partially cloudy,M.C.G.,2014-04-06,-37.82,144.9834
12.8,15.8,10.3,0.0,20.6,41.0,65.8,Partially cloudy,M.C.G.,2022-06-25,-37.82,144.9834
13.4,18.5,9.0,0.15,14.6,22.0,80.6,"Rain, Partially cloudy",Perth Stadium,2022-06-24,-31.9512,115.8891
13.5,15.6,11.3,13.56,40.5,66.2,89.2,"Rain, Overcast",S.C.G.,2025-08-02,-33.8917,151.2247
10.0,13.7,7.7,0.836,24.9,62.3,72.3,"Rain, Partially cloudy",Docklands,2021-07-24,-37.8165,144.9475
8.4,12.1,3.7,0.073,17.4,27.7,90.1,"Rain, Partially cloudy",M.C.G.,2014-08-16,-37.82,144.9834
13.6,19.0,7.7,0.0,25.8,0.0,69.7,Partially cloudy,S.C.G.,2013-07-28,-33.8917,151.2247
17.8,21.5,14.7,0.0,27.0,59.0,64.8,Partially cloudy,Docklands,2016-05-14,-37.8165,144.9475
8.0,12.1,4.2,0.194,15.2,25.2,88.4,"Rain, Partially cloudy",Kardinia Park,2022-07-02,-38.1581,144.3547
14.9,18.3,12.1,0.3,32.5,52.6,68.0,"Rain, Partially cloudy",M.C.G.,2026-03-12,-37.82,144.9834
16.5,19.6,13.3,1.512,14.5,25.6,88.5,"Rain, Partially cloudy",Perth Stadium,2024-06-08,-31.9512,115.8891
15.7,21.1,12.6,0.003,16.6,36.4,61.7,"Rain, Partially cloudy",M.C.G.,2018-05-05,-37.82,144.9834
21.4,25.1,19.6,4.352,29.5,56.5,83.7,"Rain, Partially cloudy",Cazaly's Stadium,2020-09-13,-16.9203,145.7531
7.0,13.8,0.6,0.017,25.8,44.3,62.0,Rain,Docklands,2017-07-02,-37.8165,144.9475
17.7,27.1,11.9,0.0,20.5,26.6,77.1,Partially cloudy,Gabba,2018-08-04,-27.4858,153.0381
10.7,14.3,6.6,0.019,8.7,29.9,86.7,"Rain, Partially cloudy",Docklands,2017-05-14,-37.8165,144.9475
15.3,21.6,10.6,0.017,16.1,22.7,73.9,"Rain, Partially cloudy",S.C.G.,2019-06-09,-33.8917,151.2247
12.1,16.1,8.4,1.23,25.0,47.9,78.1,"Rain, Partially cloudy",Adelaide Oval,2023-06-15,-34.9156,138.5961
19.5,26.5,14.1,0.0,18.8,41.8,37.9,Partially cloudy,Perth Stadium,2024-05-19,-31.9512,115.8891
12.6,19.4,6.0,0.0,28.1,38.5,56.6,Partially cloudy,Perth Stadium,2019-06-20,-31.9512,115.8891
19.4,28.9,11.5,0.0,21.5,39.2,45.0,Clear,Perth Stadium,2019-04-27,-31.9512,115.8891
15.7,19.0,11.8,0.0,16.6,33.1,65.3,Partially cloudy,M.C.G.,2022-05-01,-37.82,144.9834
14.8,19.7,5.9,0.0,57.9,85.3,43.3,Partially cloudy,Docklands,2013-05-03,-37.8165,144.9475
7.8,15.4,2.7,0.005,9.2,20.5,83.8,"Rain, Partially cloudy",Kardinia Park,2025-06-20,-38.1581,144.3547
13.9,17.0,10.0,3.656,28.7,0.0,84.9,"Rain, Partially cloudy",Football Park,2012-05-26,-34.88,138.4964
9.5,13.4,6.2,0.0,18.6,35.6,84.1,Partially cloudy,Adelaide Oval,2020-08-03,-34.9156,138.5961
21.7,27.6,16.6,0.0,25.4,61.6,48.6,Partially cloudy,Docklands,2022-04-17,-37.8165,144.9475
18.1,24.9,13.5,0.0,16.3,22.0,66.2,Partially cloudy,S.C.G.,2019-05-24,-33.8917,151.2247
9.8,10.9,8.5,0.086,29.5,45.4,78.6,"Rain, Partially cloudy",Docklands,2023-06-23,-37.8165,144.9475
18.3,23.5,14.1,0.0,25.6,20.5,66.0,Partially cloudy,Sydney Showground,2014-05-24,-33.8447,151.0697
10.4,13.3,7.2,1.083,28.6,0.0,63.9,"Rain, Partially cloudy",M.C.G.,2012-08-26,-37.82,144.9834
9.1,15.9,2.9,0.0,18.4,24.8,71.2,Partially cloudy,Adelaide Oval,2016-08-06,-34.9156,138.5961
6.8,10.0,3.6,0.178,16.5,30.6,69.5,"Rain, Partially cloudy",Bellerive Oval,2023-08-26,-42.8775,147.3764
15.7,18.3,13.7,0.0,9.4,28.1,70.5,Partially cloudy,M.C.G.,2021-04-18,-37.82,144.9834
9.9,14.0,7.0,0.533,30.8,0.0,87.2,"Rain, Partially cloudy",GMHBA Stadium,2012-07-28,-38.1581,144.3547
10.7,13.8,9.2,0.428,22.1,34.6,75.3,"Rain, Overcast",Adelaide Oval,2014-08-16,-34.9156,138.5961
26.5,36.0,18.2,0.0,18.5,36.4,40.2,Clear,Perth Stadium,2021-03-21,-31.9512,115.8891
10.4,12.9,5.1,0.0,13.8,27.7,74.0,Partially cloudy,Docklands,2015-05-23,-37.8165,144.9475
12.3,20.7,6.0,0.0,16.0,24.1,71.6,Clear,Subiaco,2016-08-14,-31.9444,115.8308
11.5,17.1,6.8,0.006,31.7,40.0,57.1,Rain,Adelaide Oval,2017-07-21,-34.9156,138.5961
13.1,17.6,9.7,2.898,20.4,49.3,75.6,"Rain, Partially cloudy",M.C.G.,2019-07-07,-37.82,144.9834
16.6,20.8,13.5,0.002,13.0,40.3,71.3,"Rain, Partially cloudy",Gabba,2024-07-07,-27.4858,153.0381
10.6,13.5,6.6,0.063,21.5,30.6,74.8,"Rain, Partially cloudy",Docklands,2014-06-08,-37.8165,144.9475
10.0,15.4,5.5,0.049,22.1,38.9,80.5,"Rain, Partially cloudy",Docklands,2021-07-11,-37.8165,144.9475
12.7,18.2,8.7,0.0,13.3,23.0,82.4,Partially cloudy,Docklands,2015-05-03,-37.8165,144.9475
11.4,16.7,8.0,1.748,22.8,42.8,72.1,"Rain, Partially cloudy",Subiaco,2016-07-23,-31.9444,115.8308
8.8,12.3,5.0,5.099,18.6,55.1,84.4,"Rain, Partially cloudy",M.C.G.,2019-08-11,-37.82,144.9834
8.7,11.8,6.1,0.598,18.9,22.7,67.4,"Rain, Partially cloudy",M.C.G.,2015-07-03,-37.82,144.9834
6.9,9.9,5.0,0.453,40.7,66.6,75.1,"Rain, Partially cloudy",UNSW Canberra Oval,2017-08-05,-35.3178,149.1347
7.9,11.8,4.2,1.972,29.5,0.0,84.1,"Rain, Partially cloudy",Docklands,2013-07-07,-37.8165,144.9475
11.9,13.8,11.0,6.066,18.6,41.0,78.8,"Rain, Partially cloudy",M.C.G.,2019-07-26,-37.82,144.9834
17.7,21.9,13.0,3.978,17.9,25.6,78.7,"Rain, Partially cloudy",Carrara,2020-09-13,-28.0067,153.3667
15.8,22.1,10.5,0.0,31.8,44.3,58.6,Clear,Perth Stadium,2019-08-11,-31.9512,115.8891
15.8,21.3,12.0,8.313,26.5,40.7,75.8,"Rain, Partially cloudy",Adelaide Oval,2020-09-12,-34.9156,138.5961
16.6,21.4,13.6,0.138,22.3,41.4,71.4,"Rain, Partially cloudy",Adelaide Oval,2022-04-07,-34.9156,138.5961
15.9,21.1,11.5,0.399,33.7,50.0,63.4,"Rain, Partially cloudy",Bellerive Oval,2013-04-13,-42.8775,147.3764
6.6,12.7,0.5,0.042,15.4,31.0,64.3,Rain,Adelaide Oval,2020-08-05,-34.9156,138.5961
11.3,15.9,7.9,0.0,8.8,17.3,90.0,Partially cloudy,Docklands,2024-05-25,-37.8165,144.9475
6.7,12.2,2.6,0.006,14.8,20.9,78.1,"Rain, Partially cloudy",Adelaide Oval,2014-08-02,-34.9156,138.5961
17.3,22.8,13.3,1.98,34.5,0.0,72.3,"Rain, Partially cloudy",S.C.G.,2013-06-01,-33.8917,151.2247
17.1,20.8,14.7,0.051,27.7,40.0,79.3,"Rain, Partially cloudy",M.C.G.,2014-04-12,-37.82,144.9834
14.5,16.8,12.3,1.4,47.2,64.1,87.8,"Rain, Partially cloudy",GMHBA Stadium,2018-04-15,-38.1581,144.3547
9.5,13.0,7.1,0.008,18.5,47.9,65.0,"Rain, Partially cloudy",M.C.G.,2018-06-16,-37.82,144.9834
13.3,16.6,10.3,0.0,9.9,19.4,68.8,Partially cloudy,Docklands,2017-04-15,-37.8165,144.9475
10.3,13.9,7.8,7.046,49.0,88.9,68.1,"Rain, Partially cloudy",M.C.G.,2012-09-07,-37.82,144.9834
9.7,11.3,8.0,2.406,20.4,57.6,75.9,"Rain, Partially cloudy",Docklands,2025-07-10,-37.8165,144.9475
12.0,16.1,8.6,0.042,23.9,38.9,64.9,"Rain, Partially cloudy",Adelaide Oval,2022-06-18,-34.9156,138.5961
9.4,14.5,4.9,0.028,14.5,28.4,81.5,Rain,Docklands,2025-08-24,-37.8165,144.9475
10.9,16.0,7.0,1.322,44.9,63.0,67.5,"Rain, Partially cloudy",M.C.G.,2012-08-05,-37.82,144.9834
17.0,18.2,15.7,5.807,36.9,68.4,84.1,"Rain, Partially cloudy",S.C.G.,2016-04-23,-33.8917,151.2247
10.9,14.2,4.8,0.0,26.7,55.1,83.4,Partially cloudy,M.C.G.,2014-06-22,-37.82,144.9834
7.4,10.3,5.3,7.572,32.3,0.0,87.8,"Rain, Partially cloudy",Docklands,2012-07-01,-37.8165,144.9475
8.1,9.6,6.5,0.646,25.0,49.0,74.8,"Rain, Partially cloudy",Docklands,2021-07-03,-37.8165,144.9475
21.5,25.1,19.9,2.582,36.8,0.0,80.7,"Rain, Partially cloudy",Cazaly's Stadium,2013-07-13,-16.9203,145.7531
18.1,22.3,10.4,0.0,19.5,32.4,83.0,Partially cloudy,Carrara,2020-08-14,-28.0067,153.3667
25.2,30.2,21.7,0.0,20.5,30.2,75.3,Partially cloudy,Marrara Oval,2023-06-03,-12.4083,130.8736
13.1,16.1,10.6,0.005,13.1,43.9,71.9,"Rain, Partially cloudy",M.C.G.,2019-05-11,-37.82,144.9834
15.1,20.1,10.6,0.0,11.3,24.8,69.6,Partially cloudy,M.C.G.,2019-04-13,-37.82,144.9834
9.0,10.7,7.5,0.0,16.7,43.6,75.5,Overcast,Docklands,2021-07-23,-37.8165,144.9475
25.4,28.0,23.2,2.226,39.0,54.4,68.4,"Rain, Partially cloudy",Carrara,2024-03-09,-28.0067,153.3667
19.4,21.3,17.8,0.588,17.0,47.2,78.0,"Rain, Overcast",Docklands,2025-03-29,-37.8165,144.9475
12.7,14.2,10.8,2.184,8.7,27.7,99.1,"Rain, Overcast",Docklands,2016-06-05,-37.8165,144.9475
17.7,19.5,15.8,0.0,32.5,47.5,59.3,Partially cloudy,Docklands,2014-05-17,-37.8165,144.9475
12.9,19.6,6.2,0.0,17.6,22.0,59.4,Partially cloudy,Stadium Australia,2014-09-19,-33.8475,151.0633
10.3,16.4,3.0,0.0,21.5,33.5,62.5,Clear,Perth Stadium,2019-09-05,-31.9512,115.8891
10.2,12.6,7.5,0.0,22.2,43.6,72.0,Partially cloudy,Docklands,2015-08-09,-37.8165,144.9475
11.0,13.9,7.2,0.068,33.5,52.2,67.2,"Rain, Partially cloudy",Adelaide Oval,2014-06-29,-34.9156,138.5961
19.2,22.8,14.4,4.815,31.7,50.0,64.1,"Rain, Partially cloudy",Adelaide Oval,2019-05-19,-34.9156,138.5961
8.9,12.7,5.1,0.21,38.4,68.0,81.4,"Rain, Partially cloudy",Kardinia Park,2021-07-04,-38.1581,144.3547
14.1,17.0,10.8,0.0,33.1,64.1,48.1,Partially cloudy,Docklands,2018-08-05,-37.8165,144.9475
8.7,15.9,3.1,0.096,22.6,0.0,80.7,"Rain, Partially cloudy",Docklands,2012-06-01,-37.8165,144.9475
7.4,11.5,3.8,4.992,11.0,26.6,90.7,"Rain, Partially cloudy",York Park,2021-08-29,-41.4281,147.1383
