game_id,year,round,roundname,date,localtime,venue,home_team,away_team,home_score,away_score,home_goals,home_behinds,away_goals,away_behinds,winner,is_final,is_grand_final
2948,2015,25,Semi-Finals,2015-09-19 19:20:00,2015-09-19 19:20:00,Stadium Australia,Sydney,North Melbourne,51,77,7,9,11,11,North Melbourne,4,0
2949,2015,26,Preliminary Finals,2015-09-25 20:20:00,2015-09-25 18:20:00,Subiaco,Fremantle,Hawthorn,67,94,10,7,15,4,Hawthorn,5,0
2950,2015,26,Preliminary Finals,2015-09-26 19:45:00,2015-09-26 17:45:00,Subiaco,West Coast,North Melbourne,80,55,10,20,7,13,West Coast,5,0
2951,2015,27,Grand Final,2015-10-03 14:30:00,2015-10-03 14:30:00,M.C.G.,Hawthorn,West Coast,107,61,16,11,8,13,Hawthorn,6,1
690,2016,1,Round 1,2016-03-24 19:20:00,2016-03-24 19:20:00,M.C.G.,Richmond,Carlton,92,83,14,8,12,11,Richmond,0,0
691,2016,1,Round 1,2016-03-26 13:40:00,2016-03-26 13:40:00,M.C.G.,Melbourne,Greater Western Sydney,80,78,12,8,10,18,Melbourne,0,0
692,2016,1,Round 1,2016-03-26 15:35:00,2016-03-26 14:35:00,Carrara,Gold Coast,Essendon,121,60,17,19,9,6,Gold Coast,0,0
694,2016,1,Round 1,2016-03-26 19:25:00,2016-03-26 19:25:00,Docklands,North Melbourne,Adelaide,107,97,16,11,14,13,North Melbourne,0,0
693,2016,1,Round 1,2016-03-26 19:25:00,2016-03-26 19:25:00,S.C.G.,Sydney,Collingwood,133,53,18,25,7,11,Sydney,0,0
695,2016,1,Round 1,2016-03-27 13:10:00,2016-03-27 13:10:00,Docklands,Western Bulldogs,Fremantle,103,38,15,13,5,8,Western Bulldogs,0,0
702,2016,1,Round 1,2016-03-27 14:50:00,2016-03-27 14:20:00,Adelaide Oval,Port Adelaide,St Kilda,133,100,20,13,15,10,Port Adelaide,0,0
703,2016,1,Round 1,2016-03-27 16:40:00,2016-03-27 13:40:00,Subiaco,West Coast,Brisbane Lions,166,102,26,10,15,12,West Coast,0,0
704,2016,1,Round 1,2016-03-28 15:20:00,2016-03-28 15:20:00,M.C.G.,Geelong,Hawthorn,116,86,18,8,12,14,Geelong,0,0
705,2016,2,Round 2,2016-04-01 19:50:00,2016-04-01 19:50:00,M.C.G.,Collingwood,Richmond,87,86,13,9,12,14,Collingwood,0,0
706,2016,2,Round 2,2016-04-02 13:15:00,2016-04-02 12:45:00,Adelaide Oval,Adelaide,Port Adelaide,144,86,22,12,11,20,Adelaide,0,0
718,2016,2,Round 2,2016-04-02 14:10:00,2016-04-02 14:10:00,M.C.G.,Essendon,Melbourne,80,67,11,14,10,7,Essendon,0,0
719,2016,2,Round 2,2016-04-02 15:35:00,2016-04-02 14:35:00,Gabba,Brisbane Lions,North Melbourne,83,117,11,17,17,15,North Melbourne,0,0
721,2016,2,Round 2,2016-04-02 16:40:00,2016-04-02 13:40:00,Subiaco,Fremantle,Gold Coast,100,126,14,16,19,12,Gold Coast,0,0
720,2016,2,Round 2,2016-04-02 19:25:00,2016-04-02 19:25:00,Docklands,St Kilda,Western Bulldogs,36,93,5,6,13,15,Western Bulldogs,0,0
722,2016,2,Round 2,2016-04-03 13:10:00,2016-04-03 12:10:00,Manuka Oval,Greater Western Sydney,Geelong,89,76,13,11,11,10,Greater Western Sydney,0,0
723,2016,2,Round 2,2016-04-03 15:20:00,2016-04-03 14:20:00,M.C.G.,Hawthorn,West Coast,99,53,14,15,7,11,Hawthorn,0,0
724,2016,2,Round 2,2016-04-03 16:40:00,2016-04-03 15:40:00,Docklands,Carlton,Sydney,71,131,10,11,20,11,Sydney,0,0
725,2016,3,Round 3,2016-04-08 19:20:00,2016-04-08 17:50:00,Adelaide Oval,Port Adelaide,Essendon,112,51,17,10,7,9,Port Adelaide,0,0
726,2016,3,Round 3,2016-04-09 13:45:00,2016-04-09 12:45:00,M.C.G.,St Kilda,Collingwood,119,90,18,11,14,6,St Kilda,0,0
738,2016,3,Round 3,2016-04-09 14:10:00,2016-04-09 13:10:00,Docklands,Richmond,Adelaide,92,128,13,14,19,14,Adelaide,0,0
739,2016,3,Round 3,2016-04-09 16:35:00,2016-04-09 15:35:00,S.C.G.,Sydney,Greater Western Sydney,93,68,14,9,10,8,Sydney,0,0
741,2016,3,Round 3,2016-04-09 17:40:00,2016-04-09 14:40:00,Subiaco,West Coast,Fremantle,92,59,12,20,8,11,West Coast,0,0
740,2016,3,Round 3,2016-04-09 19:25:00,2016-04-09 18:25:00,Carrara,Gold Coast,Carlton,95,41,13,17,5,11,Gold Coast,0,0
742,2016,3,Round 3,2016-04-10 13:10:00,2016-04-10 12:10:00,Bellerive Oval,North Melbourne,Melbourne,136,131,21,10,20,11,North Melbourne,0,0
743,2016,3,Round 3,2016-04-10 15:20:00,2016-04-10 14:20:00,Docklands,Western Bulldogs,Hawthorn,90,93,13,12,14,9,Hawthorn,0,0
744,2016,3,Round 3,2016-04-10 16:40:00,2016-04-10 15:40:00,Kardinia Park,Geelong,Brisbane Lions,125,56,18,17,7,14,Geelong,0,0
745,2016,4,Round 4,2016-04-15 18:10:00,2016-04-15 15:10:00,Subiaco,West Coast,Richmond,125,57,18,17,9,3,West Coast,0,0
746,2016,4,Round 4,2016-04-16 13:45:00,2016-04-16 12:45:00,M.C.G.,Essendon,Geelong,42,72,6,6,9,18,Geelong,0,0
757,2016,4,Round 4,2016-04-16 14:10:00,2016-04-16 13:10:00,York Park,Hawthorn,St Kilda,87,84,13,9,13,6,Hawthorn,0,0
758,2016,4,Round 4,2016-04-16 16:35:00,2016-04-16 15:35:00,Gabba,Brisbane Lions,Gold Coast,107,94,14,23,14,10,Brisbane Lions,0,0
760,2016,4,Round 4,2016-04-16 19:10:00,2016-04-16 17:40:00,Adelaide Oval,Adelaide,Sydney,113,103,16,17,15,13,Adelaide,0,0
759,2016,4,Round 4,2016-04-16 19:25:00,2016-04-16 18:25:00,Docklands,Carlton,Western Bulldogs,49,85,7,7,13,7,Western Bulldogs,0,0
761,2016,4,Round 4,2016-04-17 13:10:00,2016-04-17 12:10:00,Manuka Oval,Greater Western Sydney,Port Adelaide,151,65,22,19,9,11,Greater Western Sydney,0,0
762,2016,4,Round 4,2016-04-17 15:20:00,2016-04-17 14:20:00,M.C.G.,Collingwood,Melbourne,67,102,9,13,16,6,Melbourne,0,0
763,2016,4,Round 4,2016-04-17 16:40:00,2016-04-17 15:40:00,Docklands,North Melbourne,Fremantle,132,101,20,12,14,17,North Melbourne,0,0
764,2016,5,Round 5,2016-04-22 19:50:00,2016-04-22 18:50:00,M.C.G.,Hawthorn,Adelaide,112,109,17,10,17,7,Hawthorn,0,0
765,2016,5,Round 5,2016-04-23 13:45:00,2016-04-23 12:45:00,S.C.G.,Sydney,West Coast,88,49,12,16,7,7,Sydney,0,0
766,2016,5,Round 5,2016-04-23 16:35:00,2016-04-23 15:35:00,Carrara,Gold Coast,North Melbourne,81,119,11,15,18,11,North Melbourne,0,0
771,2016,5,Round 5,2016-04-23 19:15:00,2016-04-23 17:45:00,Adelaide Oval,Port Adelaide,Geelong,59,107,8,11,16,11,Geelong,0,0
770,2016,5,Round 5,2016-04-23 19:25:00,2016-04-23 18:25:00,Docklands,Western Bulldogs,Brisbane Lions,120,67,17,18,10,7,Western Bulldogs,0,0
772,2016,5,Round 5,2016-04-24 13:10:00,2016-04-24 12:10:00,Docklands,St Kilda,Greater Western Sydney,79,126,12,7,19,12,Greater Western Sydney,0,0
773,2016,5,Round 5,2016-04-24 14:15:00,2016-04-24 11:15:00,Subiaco,Fremantle,Carlton,68,72,9,14,10,12,Carlton,0,0
774,2016,5,Round 5,2016-04-24 19:10:00,2016-04-24 18:10:00,M.C.G.,Melbourne,Richmond,129,96,20,9,14,12,Melbourne,0,0
775,2016,5,Round 5,2016-04-25 15:20:00,2016-04-25 14:20:00,M.C.G.,Collingwood,Essendon,142,73,22,10,11,7,Collingwood,0,0
776,2016,6,Round 6,2016-04-29 19:50:00,2016-04-29 18:50:00,Docklands,North Melbourne,Western Bulldogs,61,45,9,7,6,9,North Melbourne,0,0
778,2016,6,Round 6,2016-04-30 13:40:00,2016-04-30 12:10:00,Adelaide Oval,Adelaide,Fremantle,97,64,14,13,8,16,Adelaide,0,0
777,2016,6,Round 6,2016-04-30 13:45:00,2016-04-30 12:45:00,Docklands,Melbourne,St Kilda,96,135,15,6,20,15,St Kilda,0,0
779,2016,6,Round 6,2016-04-30 16:35:00,2016-04-30 15:35:00,Sydney Showground,Greater Western Sydney,Hawthorn,158,83,24,14,12,11,Greater Western Sydney,0,0
781,2016,6,Round 6,2016-04-30 19:25:00,2016-04-30 18:25:00,Kardinia Park,Geelong,Gold Coast,168,48,25,18,7,6,Geelong,0,0
780,2016,6,Round 6,2016-04-30 19:25:00,2016-04-30 18:25:00,M.C.G.,Richmond,Port Adelaide,59,94,8,11,13,16,Port Adelaide,0,0
782,2016,6,Round 6,2016-05-01 13:10:00,2016-05-01 12:10:00,Gabba,Brisbane Lions,Sydney,94,97,14,10,15,7,Sydney,0,0
784,2016,6,Round 6,2016-05-01 14:40:00,2016-05-01 11:40:00,Subiaco,West Coast,Collingwood,124,62,18,16,9,8,West Coast,0,0
783,2016,6,Round 6,2016-05-01 15:20:00,2016-05-01 14:20:00,M.C.G.,Carlton,Essendon,72,57,10,12,8,9,Carlton,0,0
785,2016,7,Round 7,2016-05-06 19:50:00,2016-05-06 18:50:00,M.C.G.,Richmond,Hawthorn,90,136,13,12,21,10,Hawthorn,0,0
786,2016,7,Round 7,2016-05-07 13:45:00,2016-05-07 12:45:00,M.C.G.,Collingwood,Carlton,84,99,12,12,15,9,Carlton,0,0
798,2016,7,Round 7,2016-05-07 14:10:00,2016-05-07 13:10:00,Kardinia Park,Geelong,West Coast,123,79,18,15,12,7,Geelong,0,0
799,2016,7,Round 7,2016-05-07 16:35:00,2016-05-07 15:35:00,S.C.G.,Sydney,Essendon,135,54,20,15,7,12,Sydney,0,0
800,2016,7,Round 7,2016-05-07 17:10:00,2016-05-07 16:10:00,Carrara,Gold Coast,Melbourne,87,160,14,3,24,16,Melbourne,0,0
802,2016,7,Round 7,2016-05-07 18:10:00,2016-05-07 15:10:00,Subiaco,Fremantle,Greater Western Sydney,77,95,11,11,14,11,Greater Western Sydney,0,0
801,2016,7,Round 7,2016-05-07 19:40:00,2016-05-07 18:40:00,Docklands,Western Bulldogs,Adelaide,123,108,18,15,17,6,Western Bulldogs,0,0
803,2016,7,Round 7,2016-05-08 15:20:00,2016-05-08 14:20:00,Docklands,St Kilda,North Melbourne,75,82,11,9,11,16,North Melbourne,0,0
804,2016,7,Round 7,2016-05-08 16:10:00,2016-05-08 14:40:00,Adelaide Oval,Port Adelaide,Brisbane Lions,136,59,21,10,7,17,Port Adelaide,0,0
805,2016,8,Round 8,2016-05-13 19:20:00,2016-05-13 17:50:00,Adelaide Oval,Adelaide,Geelong,72,98,11,6,13,20,Geelong,0,0
806,2016,8,Round 8,2016-05-14 13:45:00,2016-05-14 12:45:00,Docklands,Essendon,North Melbourne,60,74,8,12,10,14,North Melbourne,0,0
809,2016,8,Round 8,2016-05-14 14:10:00,2016-05-14 13:10:00,York Park,Hawthorn,Fremantle,116,75,17,14,11,9,Hawthorn,0,0
810,2016,8,Round 8,2016-05-14 16:35:00,2016-05-14 15:35:00,Sydney Showground,Greater Western Sydney,Gold Coast,149,58,22,17,9,4,Greater Western Sydney,0,0
812,2016,8,Round 8,2016-05-14 19:25:00,2016-05-14 18:25:00,Gabba,Brisbane Lions,Collingwood,65,143,10,5,20,23,Collingwood,0,0
811,2016,8,Round 8,2016-05-14 19:25:00,2016-05-14 18:25:00,M.C.G.,Richmond,Sydney,101,100,14,17,15,10,Richmond,0,0
813,2016,8,Round 8,2016-05-15 13:10:00,2016-05-15 12:10:00,Docklands,Carlton,Port Adelaide,93,91,14,9,13,13,Carlton,0,0
815,2016,8,Round 8,2016-05-15 14:40:00,2016-05-15 11:40:00,Subiaco,West Coast,St Kilda,132,29,20,12,3,11,West Coast,0,0
814,2016,8,Round 8,2016-05-15 15:20:00,2016-05-15 14:20:00,M.C.G.,Melbourne,Western Bulldogs,82,114,12,10,17,12,Western Bulldogs,0,0
816,2016,9,Round 9,2016-05-20 19:50:00,2016-05-20 18:50:00,M.C.G.,Hawthorn,Sydney,55,69,7,13,10,9,Sydney,0,0
817,2016,9,Round 9,2016-05-21 13:45:00,2016-05-21 12:45:00,M.C.G.,Collingwood,Geelong,104,80,16,8,11,14,Collingwood,0,0
818,2016,9,Round 9,2016-05-21 14:10:00,2016-05-21 13:10:00,Carrara,Gold Coast,Adelaide,74,149,11,8,22,17,Adelaide,0,0
819,2016,9,Round 9,2016-05-21 16:05:00,2016-05-21 14:35:00,Adelaide Oval,Port Adelaide,West Coast,86,94,13,8,14,10,West Coast,0,0
821,2016,9,Round 9,2016-05-21 17:40:00,2016-05-21 14:40:00,Subiaco,Fremantle,Richmond,45,83,6,9,11,17,Richmond,0,0
820,2016,9,Round 9,2016-05-21 19:25:00,2016-05-21 18:25:00,Docklands,North Melbourne,Carlton,113,46,17,11,6,10,North Melbourne,0,0
822,2016,9,Round 9,2016-05-22 13:10:00,2016-05-22 12:10:00,M.C.G.,Melbourne,Brisbane Lions,131,68,19,17,9,14,Melbourne,0,0
823,2016,9,Round 9,2016-05-22 15:20:00,2016-05-22 14:20:00,Sydney Showground,Greater Western Sydney,Western Bulldogs,98,73,15,8,10,13,Greater Western Sydney,0,0
824,2016,9,Round 9,2016-05-22 16:40:00,2016-05-22 15:40:00,Docklands,St Kilda,Essendon,109,63,16,13,9,9,St Kilda,0,0
825,2016,10,Round 10,2016-05-27 19:50:00,2016-05-27 18:50:00,S.C.G.,Sydney,North Melbourne,91,65,14,7,9,11,Sydney,0,0
838,2016,10,Round 10,2016-05-28 13:40:00,2016-05-28 12:10:00,Traeger Park,Melbourne,Port Adelaide,76,121,10,16,18,13,Port Adelaide,0,0
826,2016,10,Round 10,2016-05-28 13:45:00,2016-05-28 12:45:00,Gabba,Brisbane Lions,Hawthorn,87,135,13,9,21,9,Hawthorn,0,0
839,2016,10,Round 10,2016-05-28 16:35:00,2016-05-28 15:35:00,Docklands,St Kilda,Fremantle,101,67,15,11,10,7,St Kilda,0,0
841,2016,10,Round 10,2016-05-28 19:10:00,2016-05-28 17:40:00,Adelaide Oval,Adelaide,Greater Western Sydney,107,85,15,17,13,7,Adelaide,0,0
840,2016,10,Round 10,2016-05-28 19:25:00,2016-05-28 18:25:00,M.C.G.,Essendon,Richmond,67,105,10,7,16,9,Richmond,0,0
842,2016,10,Round 10,2016-05-29 13:10:00,2016-05-29 12:10:00,Docklands,Carlton,Geelong,104,85,16,8,12,13,Carlton,0,0
844,2016,10,Round 10,2016-05-29 14:40:00,2016-05-29 11:40:00,Subiaco,West Coast,Gold Coast,132,55,20,12,7,13,West Coast,0,0
843,2016,10,Round 10,2016-05-29 15:20:00,2016-05-29 14:20:00,M.C.G.,Collingwood,Western Bulldogs,53,74,7,11,11,8,Western Bulldogs,0,0
845,2016,11,Round 11,2016-06-03 19:50:00,2016-06-03 18:50:00,Bellerive Oval,North Melbourne,Richmond,124,54,18,16,7,12,North Melbourne,0,0
846,2016,11,Round 11,2016-06-04 13:45:00,2016-06-04 12:45:00,M.C.G.,Hawthorn,Melbourne,82,64,11,16,10,4,Hawthorn,0,0
851,2016,11,Round 11,2016-06-04 14:10:00,2016-06-04 13:10:00,Docklands,Carlton,Brisbane Lions,102,64,16,6,9,10,Carlton,0,0
852,2016,11,Round 11,2016-06-04 16:35:00,2016-06-04 15:35:00,Kardinia Park,Geelong,Greater Western Sydney,98,88,14,14,14,4,Geelong,0,0
854,2016,11,Round 11,2016-06-04 17:40:00,2016-06-04 14:40:00,Subiaco,Fremantle,Essendon,126,47,20,6,6,11,Fremantle,0,0
853,2016,11,Round 11,2016-06-04 19:25:00,2016-06-04 18:25:00,Carrara,Gold Coast,Sydney,41,79,6,5,11,13,Sydney,0,0
855,2016,11,Round 11,2016-06-05 13:10:00,2016-06-05 12:10:00,M.C.G.,Collingwood,Port Adelaide,58,125,7,16,19,11,Port Adelaide,0,0
856,2016,11,Round 11,2016-06-05 15:20:00,2016-06-05 14:20:00,Docklands,Western Bulldogs,West Coast,83,75,12,11,11,9,Western Bulldogs,0,0
857,2016,11,Round 11,2016-06-05 16:10:00,2016-06-05 14:40:00,Adelaide Oval,Adelaide,St Kilda,133,45,19,19,6,9,Adelaide,0,0
858,2016,12,Round 12,2016-06-10 19:50:00,2016-06-10 18:50:00,Docklands,Essendon,Hawthorn,43,151,6,7,23,13,Hawthorn,0,0
859,2016,12,Round 12,2016-06-11 13:10:00,2016-06-11 11:40:00,Adelaide Oval,Port Adelaide,Western Bulldogs,97,100,14,13,15,10,Western Bulldogs,0,0
860,2016,12,Round 12,2016-06-11 16:35:00,2016-06-11 15:35:00,Gabba,Brisbane Lions,Fremantle,64,147,9,10,23,9,Fremantle,0,0
862,2016,12,Round 12,2016-06-11 17:40:00,2016-06-11 14:40:00,Subiaco,West Coast,Adelaide,76,105,11,10,15,15,Adelaide,0,0
861,2016,12,Round 12,2016-06-11 19:25:00,2016-06-11 18:25:00,Docklands,Geelong,North Melbourne,105,74,15,15,12,2,Geelong,0,0
863,2016,12,Round 12,2016-06-12 13:10:00,2016-06-12 12:10:00,Docklands,St Kilda,Carlton,110,78,17,8,12,6,St Kilda,0,0
864,2016,12,Round 12,2016-06-12 15:20:00,2016-06-12 14:20:00,M.C.G.,Richmond,Gold Coast,114,97,17,12,15,7,Richmond,0,0
865,2016,12,Round 12,2016-06-12 16:40:00,2016-06-12 15:40:00,Sydney Showground,Greater Western Sydney,Sydney,105,63,15,15,9,9,Greater Western Sydney,0,0
866,2016,12,Round 12,2016-06-13 15:20:00,2016-06-13 14:20:00,M.C.G.,Melbourne,Collingwood,104,58,16,8,8,10,Melbourne,0,0
876,2016,13,Round 13,2016-06-17 19:50:00,2016-06-17 18:50:00,Docklands,North Melbourne,Hawthorn,84,93,11,18,14,9,Hawthorn,0,0
877,2016,13,Round 13,2016-06-18 13:40:00,2016-06-18 12:40:00,Gabba,Brisbane Lions,West Coast,82,131,12,10,20,11,West Coast,0,0
878,2016,13,Round 13,2016-06-18 14:35:00,2016-06-18 11:35:00,Subiaco,Fremantle,Port Adelaide,86,69,12,14,9,15,Fremantle,0,0
879,2016,13,Round 13,2016-06-18 19:25:00,2016-06-18 18:25:00,Docklands,Western Bulldogs,Geelong,43,100,5,13,16,4,Geelong,0,0
880,2016,13,Round 13,2016-06-19 13:10:00,2016-06-19 12:10:00,S.C.G.,Sydney,Melbourne,86,31,12,14,4,7,Sydney,0,0
881,2016,13,Round 13,2016-06-19 16:40:00,2016-06-19 15:40:00,Docklands,Essendon,Greater Western Sydney,90,117,12,18,17,15,Greater Western Sydney,0,0
882,2016,14,Round 14,2016-06-23 19:20:00,2016-06-23 17:50:00,Adelaide Oval,Adelaide,North Melbourne,100,67,12,28,10,7,Adelaide,0,0
883,2016,14,Round 14,2016-06-24 19:50:00,2016-06-24 18:50:00,M.C.G.,Collingwood,Fremantle,85,37,12,13,5,7,Collingwood,0,0
884,2016,14,Round 14,2016-06-25 13:40:00,2016-06-25 12:40:00,M.C.G.,Richmond,Brisbane Lions,117,75,17,15,11,9,Richmond,0,0
885,2016,14,Round 14,2016-06-25 16:35:00,2016-06-25 15:35:00,Sydney Showground,Greater Western Sydney,Carlton,127,65,18,19,9,11,Greater Western Sydney,0,0
886,2016,14,Round 14,2016-06-25 19:25:00,2016-06-25 18:25:00,Docklands,St Kilda,Geelong,93,90,14,9,13,12,St Kilda,0,0
896,2016,14,Round 14,2016-06-26 15:20:00,2016-06-26 14:20:00,York Park,Hawthorn,Gold Coast,86,60,12,14,8,12,Hawthorn,0,0
897,2016,15,Round 15,2016-06-30 18:10:00,2016-06-30 15:10:00,Subiaco,West Coast,Essendon,130,52,20,10,7,10,West Coast,0,0
898,2016,15,Round 15,2016-07-01 19:20:00,2016-07-01 17:50:00,Adelaide Oval,Port Adelaide,Richmond,94,56,14,10,8,8,Port Adelaide,0,0
899,2016,15,Round 15,2016-07-02 13:40:00,2016-07-02 12:40:00,Carrara,Gold Coast,St Kilda,108,68,15,18,8,20,Gold Coast,0,0
900,2016,15,Round 15,2016-07-02 16:35:00,2016-07-02 15:35:00,S.C.G.,Sydney,Western Bulldogs,79,83,11,13,13,5,Western Bulldogs,0,0
901,2016,15,Round 15,2016-07-02 19:25:00,2016-07-02 18:25:00,M.C.G.,Carlton,Collingwood,45,57,6,9,8,9,Collingwood,0,0
902,2016,15,Round 15,2016-07-03 15:20:00,2016-07-03 14:20:00,M.C.G.,Melbourne,Adelaide,98,120,15,8,18,12,Adelaide,0,0
903,2016,16,Round 16,2016-07-07 19:20:00,2016-07-07 17:50:00,Adelaide Oval,Port Adelaide,Hawthorn,79,101,12,7,15,11,Hawthorn,0,0
904,2016,16,Round 16,2016-07-08 19:50:00,2016-07-08 18:50:00,Kardinia Park,Geelong,Sydney,60,98,9,6,15,8,Sydney,0,0
905,2016,16,Round 16,2016-07-09 13:40:00,2016-07-09 12:40:00,Sydney Showground,Greater Western Sydney,Collingwood,93,125,14,9,19,11,Collingwood,0,0
906,2016,16,Round 16,2016-07-09 16:35:00,2016-07-09 15:35:00,Carrara,Gold Coast,Brisbane Lions,139,113,22,7,17,11,Gold Coast,0,0
918,2016,16,Round 16,2016-07-09 19:10:00,2016-07-09 17:40:00,Marrara Oval,Melbourne,Fremantle,87,55,12,15,8,7,Melbourne,0,0
917,2016,16,Round 16,2016-07-09 19:25:00,2016-07-09 18:25:00,Docklands,Western Bulldogs,Richmond,85,75,12,13,11,9,Western Bulldogs,0,0
919,2016,16,Round 16,2016-07-10 13:10:00,2016-07-10 12:10:00,M.C.G.,Carlton,Adelaide,47,107,7,5,16,11,Adelaide,0,0
920,2016,16,Round 16,2016-07-10 13:20:00,2016-07-10 10:20:00,Subiaco,West Coast,North Melbourne,104,72,16,8,11,6,West Coast,0,0
921,2016,16,Round 16,2016-07-10 16:40:00,2016-07-10 15:40:00,Docklands,Essendon,St Kilda,98,109,14,14,17,7,St Kilda,0,0
922,2016,17,Round 17,2016-07-14 19:20:00,2016-07-14 18:20:00,S.C.G.,Sydney,Hawthorn,70,75,10,10,11,9,Hawthorn,0,0
923,2016,17,Round 17,2016-07-15 18:10:00,2016-07-15 15:10:00,Subiaco,Fremantle,Geelong,61,78,9,7,11,12,Geelong,0,0
924,2016,17,Round 17,2016-07-16 13:40:00,2016-07-16 12:40:00,M.C.G.,Richmond,Essendon,102,83,16,6,11,17,Richmond,0,0
925,2016,17,Round 17,2016-07-16 16:35:00,2016-07-16 15:35:00,Docklands,North Melbourne,Port Adelaide,77,105,10,17,16,9,Port Adelaide,0,0
940,2016,17,Round 17,2016-07-16 19:10:00,2016-07-16 17:40:00,Adelaide Oval,Adelaide,Collingwood,97,69,14,13,10,9,Adelaide,0,0
926,2016,17,Round 17,2016-07-16 19:25:00,2016-07-16 18:25:00,Cazaly's Stadium,Western Bulldogs,Gold Coast,107,59,15,17,8,11,Western Bulldogs,0,0
941,2016,17,Round 17,2016-07-17 13:10:00,2016-07-17 12:10:00,M.C.G.,Carlton,West Coast,75,82,11,9,12,10,West Coast,0,0
942,2016,17,Round 17,2016-07-17 15:20:00,2016-07-17 14:20:00,Docklands,St Kilda,Melbourne,110,74,15,20,11,8,St Kilda,0,0
943,2016,17,Round 17,2016-07-17 16:40:00,2016-07-17 15:40:00,Gabba,Brisbane Lions,Greater Western Sydney,67,146,9,13,22,14,Greater Western Sydney,0,0
944,2016,18,Round 18,2016-07-22 19:50:00,2016-07-22 18:50:00,Docklands,Collingwood,North Melbourne,84,124,12,12,18,16,North Melbourne,0,0
945,2016,18,Round 18,2016-07-23 13:45:00,2016-07-23 12:45:00,S.C.G.,Sydney,Carlton,74,68,10,14,10,8,Sydney,0,0
946,2016,18,Round 18,2016-07-23 14:10:00,2016-07-23 13:10:00,Carrara,Gold Coast,Fremantle,105,81,16,9,12,9,Gold Coast,0,0
950,2016,18,Round 18,2016-07-23 14:35:00,2016-07-23 11:35:00,Subiaco,West Coast,Melbourne,66,60,10,6,8,12,West Coast,0,0
952,2016,18,Round 18,2016-07-23 19:25:00,2016-07-23 18:25:00,Kardinia Park,Geelong,Adelaide,85,55,12,13,7,13,Geelong,0,0
951,2016,18,Round 18,2016-07-23 19:25:00,2016-07-23 18:25:00,Docklands,Western Bulldogs,St Kilda,60,75,9,6,11,9,St Kilda,0,0
953,2016,18,Round 18,2016-07-24 13:10:00,2016-07-24 12:10:00,Docklands,Essendon,Brisbane Lions,91,128,12,19,20,8,Brisbane Lions,0,0
954,2016,18,Round 18,2016-07-24 15:20:00,2016-07-24 14:20:00,M.C.G.,Hawthorn,Richmond,114,44,16,18,5,14,Hawthorn,0,0
955,2016,18,Round 18,2016-07-24 16:10:00,2016-07-24 14:40:00,Adelaide Oval,Port Adelaide,Greater Western Sydney,60,79,9,6,11,13,Greater Western Sydney,0,0
956,2016,19,Round 19,2016-07-29 19:50:00,2016-07-29 18:50:00,Kardinia Park,Geelong,Western Bulldogs,103,78,16,7,11,12,Geelong,0,0
957,2016,19,Round 19,2016-07-30 13:45:00,2016-07-30 12:45:00,Manuka Oval,Greater Western Sydney,Richmond,111,23,17,9,3,5,Greater Western Sydney,0,0
958,2016,19,Round 19,2016-07-30 14:10:00,2016-07-30 13:10:00,York Park,Hawthorn,Carlton,74,55,10,14,7,13,Hawthorn,0,0
959,2016,19,Round 19,2016-07-30 16:35:00,2016-07-30 15:35:00,M.C.G.,Collingwood,West Coast,91,72,13,13,11,6,Collingwood,0,0
961,2016,19,Round 19,2016-07-30 19:25:00,2016-07-30 18:25:00,Gabba,Brisbane Lions,Port Adelaide,79,173,11,13,25,23,Port Adelaide,0,0
960,2016,19,Round 19,2016-07-30 19:25:00,2016-07-30 18:25:00,Docklands,North Melbourne,St Kilda,85,62,12,13,8,14,North Melbourne,0,0
962,2016,19,Round 19,2016-07-31 13:10:00,2016-07-31 12:10:00,M.C.G.,Melbourne,Gold Coast,66,64,9,12,9,10,Melbourne,0,0
963,2016,19,Round 19,2016-07-31 13:20:00,2016-07-31 10:20:00,Subiaco,Fremantle,Sydney,47,137,7,5,21,11,Sydney,0,0
964,2016,19,Round 19,2016-07-31 16:10:00,2016-07-31 14:40:00,Adelaide Oval,Adelaide,Essendon,143,61,22,11,9,7,Adelaide,0,0
965,2016,20,Round 20,2016-08-05 19:50:00,2016-08-05 18:50:00,M.C.G.,Richmond,Collingwood,92,77,14,8,11,11,Richmond,0,0
966,2016,20,Round 20,2016-08-06 13:45:00,2016-08-06 12:45:00,S.C.G.,Sydney,Port Adelaide,100,33,14,16,4,9,Sydney,0,0
978,2016,20,Round 20,2016-08-06 14:10:00,2016-08-06 13:10:00,M.C.G.,Melbourne,Hawthorn,110,81,17,8,11,15,Melbourne,0,0
979,2016,20,Round 20,2016-08-06 16:35:00,2016-08-06 15:35:00,Carrara,Gold Coast,Greater Western Sydney,84,92,13,6,14,8,Greater Western Sydney,0,0
981,2016,20,Round 20,2016-08-06 19:10:00,2016-08-06 17:40:00,Adelaide Oval,Adelaide,Brisbane Lions,177,39,27,15,6,3,Adelaide,0,0
980,2016,20,Round 20,2016-08-06 19:25:00,2016-08-06 18:25:00,Docklands,Western Bulldogs,North Melbourne,61,47,9,7,7,5,Western Bulldogs,0,0
983,2016,20,Round 20,2016-08-07 13:10:00,2016-08-07 12:10:00,M.C.G.,Carlton,St Kilda,51,122,7,9,19,8,St Kilda,0,0
