date,year,round,home_team,away_team,bet_side,bet_team,model_prob,market_prob,edge,odds,ev_per_dollar,bet_amount,bet_fraction,won,profit,bankroll,real_odds,test_year
2015-04-02 19:20:00,2015,1,Carlton,Richmond,home,Carlton,0.5348837209302325,0.36666666666666664,0.16821705426356587,2.66,0.42279069767441857,63.67329784253291,0.06367329784253291,False,-63.67329784253291,936.3267021574671,True,2015
2015-04-04 13:40:00,2015,1,Melbourne,Gold Coast,away,Gold Coast,0.8333333333333334,0.6702898550724637,0.16304347826086962,1.456,0.21333333333333337,93.63267021574671,0.1,False,-93.63267021574671,842.6940319417204,True,2015
2015-04-04 16:35:00,2015,1,Sydney,Essendon,home,Sydney,1.0,0.7319525437361754,0.26804745626382465,1.333,0.33299999999999996,84.26940319417204,0.1,True,28.061711263659287,870.7557432053796,True,2015
2015-04-04 19:20:00,2015,1,Western Bulldogs,West Coast,away,West Coast,0.8333333333333334,0.6397544853635506,0.19357884796978275,1.526,0.2716666666666667,87.07557432053797,0.1,False,-87.07557432053797,783.6801688848417,True,2015
2015-04-05 13:10:00,2015,1,St Kilda,Greater Western Sydney,home,St Kilda,0.5348837209302325,0.30770910679187596,0.22717461413835655,3.17,0.6955813953488371,62.80107665669707,0.08013610545493516,False,-62.80107665669707,720.8790922281446,True,2015
2015-04-10 20:10:00,2015,2,West Coast,Carlton,home,West Coast,0.8333333333333334,0.6611570247933884,0.17217630853994492,1.476,0.23000000000000004,72.08790922281446,0.1,True,34.31384479005968,755.1929370182042,True,2015
2015-04-11 14:10:00,2015,2,Greater Western Sydney,Melbourne,home,Greater Western Sydney,0.8333333333333334,0.6801962533452274,0.153137079988106,1.434,0.195,75.51929370182043,0.1,True,32.77537346659006,787.9683104847943,True,2015
2015-04-11 16:35:00,2015,2,Collingwood,Adelaide,away,Adelaide,0.8333333333333334,0.6397544853635506,0.19357884796978275,1.526,0.2716666666666667,78.79683104847943,0.1,True,41.44713313150018,829.4154436162945,True,2015
2015-04-18 19:20:00,2015,3,Brisbane Lions,Richmond,home,Brisbane Lions,0.5,0.3488372093023256,0.1511627906976744,2.8,0.3999999999999999,46.0786357564608,0.055555555555555546,False,-46.0786357564608,783.3368078598337,True,2015
2015-04-19 16:40:00,2015,3,West Coast,Fremantle,home,West Coast,0.5348837209302325,0.2820087155011413,0.2528750054290912,3.46,0.8506976744186044,67.7218293427697,0.08645301569294761,False,-67.7218293427697,715.614978517064,True,2015
2015-04-25 11:10:00,2015,4,St Kilda,Carlton,home,St Kilda,0.5348837209302325,0.2798827716139837,0.2550009493162488,3.44,0.8399999999999997,61.589813724829256,0.08606557377049177,False,-61.589813724829256,654.0251647922347,True,2015
2015-04-25 19:40:00,2015,4,Port Adelaide,Hawthorn,away,Hawthorn,0.8333333333333334,0.5970522108418687,0.2362811224914647,1.613,0.34416666666666673,65.40251647922348,0.1,False,-65.40251647922348,588.6226483130113,True,2015
2015-04-26 13:10:00,2015,4,Brisbane Lions,West Coast,away,West Coast,1.0,0.7193791946308725,0.2806208053691275,1.338,0.3380000000000001,58.86226483130113,0.1,True,19.895445512979787,608.5180938259911,True,2015
2015-04-26 15:20:00,2015,4,Geelong,North Melbourne,home,Geelong,0.7291666666666666,0.3912397921306607,0.33792687453600595,2.46,0.7937499999999998,60.85180938259911,0.1,False,-60.85180938259911,547.666284443392,True,2015
2015-04-26 16:40:00,2015,4,Western Bulldogs,Adelaide,away,Adelaide,1.0,0.7662265203645157,0.23377347963548434,1.257,0.2569999999999999,54.766628444339204,0.1,False,-54.766628444339204,492.8996559990528,True,2015
2015-05-02 19:20:00,2015,5,North Melbourne,Hawthorn,away,Hawthorn,1.0,0.702819956616052,0.297180043383948,1.37,0.3700000000000001,49.28996559990529,0.1,True,18.237287271964963,511.1369432710178,True,2015
2015-05-16 16:35:00,2015,7,Carlton,Greater Western Sydney,home,Carlton,0.6666666666666666,0.3378252788104089,0.3288413878562577,2.85,0.9,51.11369432710178,0.1,False,-51.11369432710178,460.02324894391603,True,2015
2015-05-17 15:20:00,2015,7,Richmond,Collingwood,away,Collingwood,0.7333333333333334,0.5439546274813096,0.18937870585202377,1.769,0.2972666666666667,44.45694987084789,0.09664065886432598,False,-44.45694987084789,415.56629907306814,True,2015
2015-05-23 13:45:00,2015,8,St Kilda,West Coast,away,West Coast,1.0,0.7942973523421588,0.2057026476578412,1.212,0.21199999999999997,41.556629907306814,0.1,True,8.810005540349042,424.3763046134172,True,2015
2015-05-23 16:35:00,2015,8,Gold Coast,Collingwood,away,Collingwood,1.0,0.6954225352112676,0.3045774647887324,1.384,0.3839999999999999,42.43763046134172,0.1,True,16.296050097155216,440.6723547105724,True,2015
2015-05-30 14:10:00,2015,9,Melbourne,Port Adelaide,home,Melbourne,0.5,0.28390367553865653,0.21609632446134347,3.39,0.6950000000000001,32.0363270422435,0.07269874476987448,False,-32.0363270422435,408.6360276683289,True,2015
2015-05-30 19:40:00,2015,9,Adelaide,Fremantle,away,Fremantle,1.0,0.7310598325505412,0.2689401674494588,1.317,0.31699999999999995,40.86360276683289,0.1,True,12.953762077086024,421.5897897454149,True,2015
2015-05-31 16:40:00,2015,9,West Coast,Geelong,away,Geelong,0.4651162790697675,0.3085106382978723,0.1566056407718952,3.12,0.4511627906976746,22.42990873480982,0.05320315928038616,False,-22.42990873480982,399.1598810106051,True,2015
2015-06-06 13:40:00,2015,10,Carlton,Adelaide,away,Adelaide,1.0,0.8010592519033432,0.19894074809665685,1.202,0.20199999999999996,39.91598810106051,0.1,True,8.063029596414221,407.2229106070193,True,2015
2015-06-07 13:10:00,2015,10,Greater Western Sydney,Brisbane Lions,away,Brisbane Lions,0.27083333333333337,0.03809883062995096,0.23273450270338242,25.5,5.906250000000001,24.542452201762327,0.06026785714285715,False,-24.542452201762327,382.68045840525696,True,2015
2015-06-07 15:20:00,2015,10,North Melbourne,West Coast,away,West Coast,0.8333333333333334,0.5901557006529383,0.24317763268039505,1.632,0.36,38.268045840525694,0.1,False,-38.268045840525694,344.41241256473126,True,2015
2015-06-08 15:20:00,2015,10,Melbourne,Collingwood,away,Collingwood,1.0,0.7538075959128591,0.24619240408714094,1.277,0.2769999999999999,34.44124125647313,0.1,True,9.540223828043054,353.9526363927743,True,2015
2015-06-13 19:20:00,2015,11,North Melbourne,Sydney,away,Sydney,0.8333333333333334,0.6547758742079324,0.178557459125401,1.471,0.22583333333333344,35.39526363927743,0.1,True,16.671169174099674,370.623805566874,True,2015
2015-06-14 16:40:00,2015,11,St Kilda,Melbourne,home,St Kilda,0.7291666666666666,0.5276771857216761,0.20148948094499053,1.826,0.3314583333333333,37.0623805566874,0.1,True,30.613526339823796,401.2373319066978,True,2015
2015-06-18 19:50:00,2015,12,Adelaide,Hawthorn,home,Adelaide,0.5,0.3045774647887323,0.19542253521126768,3.16,0.5800000000000001,26.934913484477402,0.06712962962962964,False,-26.934913484477402,374.3024184222204,True,2015
2015-06-20 16:35:00,2015,12,Greater Western Sydney,North Melbourne,home,Greater Western Sydney,0.5010798707961737,0.34142923867351704,0.15965063212265662,2.82,0.4130452356452097,21.236789920299163,0.05673698291829804,False,-21.236789920299163,353.06562850192125,True,2015
2015-06-27 16:35:00,2015,13,Brisbane Lions,Adelaide,home,Brisbane Lions,0.5,0.26096535149208894,0.23903464850791106,3.69,0.845,27.72680818625683,0.07853159851301116,False,-27.72680818625683,325.3388203156644,True,2015
2015-06-27 19:20:00,2015,13,St Kilda,Western Bulldogs,home,St Kilda,0.5,0.3125,0.1875,3.08,0.54,21.11574074164168,0.06490384615384616,False,-21.11574074164168,304.22307957402273,True,2015
2015-07-05 13:10:00,2015,14,Essendon,St Kilda,home,Essendon,0.7291666666666666,0.5778003041054233,0.15136636256124336,1.666,0.21479166666666655,24.528747109673525,0.08062750250250246,False,-24.528747109673525,279.6943324643492,True,2015
2015-07-11 13:40:00,2015,15,Essendon,Melbourne,home,Essendon,0.6875,0.3912397921306607,0.2962602078693393,2.46,0.6912499999999999,27.96943324643492,0.1,True,40.83537253979498,320.5297050041442,True,2015
2015-07-11 16:35:00,2015,15,Western Bulldogs,Gold Coast,home,Western Bulldogs,0.8333333333333334,0.5778003041054233,0.2555330292279101,1.666,0.3883333333333333,32.052970500414425,0.1,True,21.347278353276003,341.8769833574202,True,2015
